"GEO2010","COUNTY","HFLG175","FAVINC0D","MDFAMY0","FAY0100","FAY0150","FAY0200","FAY0250","FAY0300","FAY0350","FAY0400","FAY0450","FAY0500","FAY0600","FAY0750","FAY01000","FAY01250","FAY01500","FAY02000","FAY0M200"
"22015011107","15","1","537","32569","66","58","44","47","37","34","46","38","29","36","52","32","14","2","0","2"
"22015011108","15","0","2023","78415","72","21","49","50","27","45","63","102","81","144","301","490","241","119","52","151"
"22015011109","15","2","1562","66308","34","45","35","38","51","85","64","94","66","180","234","322","109","101","86","41"
"22015011110","15","1","1384","66316","29","39","30","32","45","74","56","82","58","158","206","284","96","88","76","37"
"22015011200","15","1","1627","35437","208","149","140","83","95","124","129","103","86","131","186","119","30","18","2","24"
"22015011300","15","2","481","14968","157","84","69","58","21","29","9","12","13","8","13","8","0","0","0","0"
"22017020500","17","0","843","23875","146","93","139","49","79","75","41","84","39","17","35","35","0","0","0","0"
"22017020600","17","0","365","9621","187","35","29","13","35","2","7","10","9","0","25","3","0","0","0","0"
"22017020700","17","2","378","25469","66","62","39","24","43","27","10","1","21","40","29","22","0","0","0","4"
"22017021000","17","0","477","28469","115","56","39","15","16","14","11","34","29","30","7","26","27","19","4","35"
"22017021100","17","1","542","18542","155","76","61","16","50","27","30","44","29","34","17","3","0","0","0","0"
"22017021200","17","1","904","28648","81","90","84","136","74","84","30","62","79","98","36","31","19","0","0","0"
"22017021300","17","1","679","18857","182","95","76","62","56","63","14","29","27","38","11","15","0","0","0","0"
"22017021400","17","3","522","40049","22","31","18","33","59","28","76","37","31","61","50","46","36","5","0","0"
"22017021500","17","1","649","35634","19","52","56","60","54","67","65","16","26","54","18","88","24","11","11","13"
"22017021600","17","1","993","54432","22","25","28","99","63","36","52","70","34","101","119","117","62","29","60","76"
"22017021700","17","2","458","21579","80","74","63","45","63","25","23","16","13","16","16","11","0","5","0","8"
"22017021800","17","1","397","24375","82","57","41","22","40","29","55","0","18","8","20","7","10","0","0","8"
"22017021900","17","1","443","22393","106","44","62","19","42","23","38","11","14","36","22","17","0","0","0","5"
"22017022000","17","1","554","30357","78","68","42","57","28","52","12","12","20","62","52","19","10","0","11","31"
"22017022100","17","1","1682","24167","263","214","190","211","135","137","109","72","40","69","110","68","33","0","0","31"
"22017022200","17","1","1469","28752","226","164","111","127","136","116","64","127","28","148","74","77","28","16","7","17"
"22017022300","17","1","865","22602","146","106","132","107","91","34","52","25","33","38","38","25","28","3","7","0"
"22017022400","17","1","988","22500","176","111","112","121","118","69","84","43","28","50","49","18","5","0","0","4"
"22017022500","17","1","1397","22945","295","185","137","153","74","151","83","73","19","76","84","58","0","0","0","9"
"22017022600","17","0","931","90964","16","8","22","18","26","0","13","47","42","66","123","119","95","77","82","162"
"22017022700","17","1","684","54500","7","12","0","26","40","23","42","73","57","115","95","89","47","22","12","24"
"22017022800","17","1","1153","58539","22","20","7","39","67","74","84","118","70","102","176","207","92","35","21","23"
"22017022900","17","1","1367","47617","60","33","32","91","98","112","121","99","68","127","187","196","68","17","20","38"
"22017023000","17","2","1140","65279","7","1","56","35","65","31","37","105","51","129","225","171","117","41","59","21"
"22017023100","17","2","459","98569","36","13","41","7","10","20","14","9","9","11","37","36","72","22","35","101"
"22017023200","17","0","466","20625","118","59","46","51","33","22","13","6","23","28","33","24","0","0","0","3"
"22017023300","17","1","516","14838","198","62","76","64","7","21","20","7","3","27","13","10","0","8","0","0"
"22017023400","17","1","1768","26444","186","294","184","179","130","113","150","84","112","117","134","45","7","15","0","18"
"22017023500","17","0","325","25777","47","40","31","36","30","17","17","11","21","26","22","16","0","1","2","1"
"22017023600","17","1","970","20396","251","118","109","56","51","57","97","40","39","13","60","51","11","7","0","7"
"22017023700","17","2","1754","17372","474","259","187","169","168","119","66","73","20","103","83","16","24","0","0","1"
"22017023800","17","1","1816","34435","255","217","93","109","137","111","58","51","124","127","78","143","94","78","51","90"
"22017023901","17","1","1343","52019","55","62","45","80","55","135","67","78","63","146","170","176","81","44","46","40"
"22017023903","17","1","950","51346","92","24","54","31","53","40","62","65","40","66","73","105","85","51","61","48"
"22017023904","17","0","786","55506","26","16","29","52","38","55","25","30","69","90","99","113","65","24","32","16"
"22017023905","17","1","870","55506","30","18","34","58","42","61","28","34","78","101","111","125","73","28","37","19"
"22017024000","17","1","1833","102964","72","28","24","15","55","26","19","30","43","140","95","325","292","148","195","326"
"22017024102","17","1","1049","49945","60","44","27","65","114","72","38","52","53","147","148","140","54","13","4","17"
"22017024104","17","1","1828","38043","137","116","182","138","114","118","181","154","125","167","113","194","48","20","6","15"
"22017024106","17","1","1860","46119","73","24","121","134","97","123","181","147","103","160","302","271","105","0","12","6"
"22017024107","17","1","1487","42620","59","57","82","112","191","76","117","139","114","214","113","155","21","15","22","0"
"22017024108","17","1","1926","51175","55","45","24","158","77","85","151","180","149","238","291","250","175","10","20","18"
"22017024109","17","1","1106","53365","37","29","94","53","54","57","65","71","57","136","190","163","30","47","14","10"
"22017024201","17","0","836","35394","135","49","81","71","29","39","95","43","16","61","48","89","33","27","6","0"
"22017024202","17","3","2004","52059","102","91","93","51","110","93","119","185","120","218","331","256","174","32","27","17"
"22017024203","17","1","1274","49097","126","79","57","54","72","42","81","58","81","153","196","161","59","26","12","17"
"22017024301","17","1","2066","49727","92","149","104","144","87","110","127","110","117","269","301","194","133","73","48","8"
"22017024303","17","1","1438","41389","157","51","121","112","100","93","65","81","100","109","157","173","82","16","21","0"
"22017024304","17","2","1234","46161","81","57","75","64","57","56","93","121","43","103","142","191","88","27","25","11"
"22017024400","17","1","1261","55920","31","38","33","32","38","112","45","116","102","163","193","223","60","19","16","40"
"22017024503","17","0","1397","32670","130","149","130","161","50","114","82","88","40","101","139","120","68","12","0","0"
"22017024504","17","1","1403","42058","96","126","109","91","38","101","93","94","106","184","178","81","80","3","10","7"
"22017024601","17","0","1138","18111","296","207","130","85","77","51","63","51","17","32","32","53","0","32","0","0"
"22017024602","17","1","1201","32609","230","176","50","84","14","123","116","60","73","83","39","72","64","0","0","17"
"22017024700","17","2","599","54813","5","15","16","17","38","63","38","25","36","106","64","101","50","37","0","0"
"22017024800","17","2","297","40832","25","21","27","16","18","14","26","31","9","44","28","34","8","0","6","1"
"22017024900","17","2","978","35945","111","75","82","61","84","63","62","74","79","76","89","55","29","6","26","12"
"22017025000","17","2","1027","29973","131","88","85","110","100","65","46","62","56","88","129","26","11","5","17","8"
"22017025100","17","1","661","30368","89","59","78","57","40","68","52","50","25","32","60","22","14","5","5","5"
"22017025200","17","2","376","12494","158","59","45","35","16","45","0","0","5","2","9","6","0","0","0","0"
"22017025300","17","4","273","27264","43","43","13","38","30","27","24","14","22","9","5","0","0","0","0","5"
"22017025405","17","1","446","50037","28","15","28","35","19","22","30","23","27","54","49","62","23","15","11","11"
"22017025406","17","1","1787","50052","109","57","109","141","76","87","120","91","106","214","197","246","90","60","46","45"
"22017980000","17","1","816","25777","120","102","81","93","77","45","45","31","55","67","59","41","0","3","6","4"
"22019000100","19","3","421","29268","54","47","23","52","45","7","10","30","0","21","58","23","38","0","13","0"
"22019000200","19","1","633","27566","93","80","50","71","22","86","57","28","11","46","33","24","3","2","1","1"
"22019000300","19","0","606","20350","145","86","66","32","49","40","26","10","36","28","44","16","2","0","10","0"
"22019000400","19","1","402","16260","150","46","41","42","32","24","20","24","6","13","1","9","0","0","0","0"
"22019000500","19","0","822","46852","41","66","29","24","50","32","60","86","46","83","75","63","86","4","47","23"
"22019000600","19","1","1852","27419","278","264","200","124","141","94","121","107","41","157","142","121","36","18","8","0"
"22019000700","19","0","1118","24694","177","116","109","161","64","60","62","60","42","64","93","55","10","26","0","8"
"22019000800","19","0","864","26016","91","109","83","121","78","38","52","55","21","111","69","22","0","6","0","0"
"22019000900","19","2","1094","46471","35","58","73","71","81","57","108","52","63","142","89","182","56","13","12","10"
"22019001000","19","2","1063","51501","32","38","63","58","43","84","66","56","76","190","111","118","64","35","5","35"
"22019001100","19","1","910","36481","54","47","56","106","69","107","47","63","67","89","85","53","38","9","13","7"
"22019001201","19","1","1211","35793","89","80","125","95","91","109","72","77","57","160","123","95","38","0","0","0"
"22019001202","19","1","821","22156","150","151","75","62","48","56","56","41","14","76","34","48","5","0","5","0"
"22019001300","19","1","1867","55674","115","77","153","28","76","89","43","122","117","211","272","325","112","57","22","46"
"22019001400","19","0","1495","27391","303","113","130","146","102","143","88","56","36","115","93","78","56","5","0","21"
"22019001500","19","2","565","26860","101","33","69","72","44","35","43","33","30","42","24","28","6","0","0","8"
"22019001600","19","0","792","31869","143","66","78","28","57","54","57","44","43","55","65","78","6","0","8","3"
"22019001700","19","2","2202","40287","112","122","107","152","281","112","206","147","88","223","255","226","135","12","26","0"
"22019001801","19","1","2082","54647","72","116","97","87","107","135","122","159","73","153","310","315","167","64","51","48"
"22019001901","19","1","960","91619","19","15","34","18","15","40","26","62","7","41","82","212","103","84","63","139"
"22019001903","19","1","1297","69727","44","42","19","36","59","53","74","50","39","122","149","242","168","70","55","66"
"22019001904","19","1","1092","69727","38","37","17","32","51","45","64","43","33","104","127","205","142","59","47","57"
"22019002000","19","1","2108","39185","121","131","190","151","119","169","204","140","131","290","186","182","63","1","26","1"
"22019002100","19","2","726","37532","74","58","70","47","50","48","62","33","49","53","78","79","24","9","3","4"
"22019002201","19","0","1818","51465","81","102","88","120","110","84","70","104","97","200","271","230","127","44","26","49"
"22019002203","19","1","1681","54341","91","62","51","78","87","93","113","54","133","227","206","313","80","40","30","23"
"22019002204","19","1","1368","53843","61","51","100","93","87","60","61","84","25","158","132","271","83","36","41","25"
"22019002300","19","0","689","47937","48","23","17","28","27","39","63","64","61","103","60","61","37","25","6","11"
"22019002400","19","1","1637","34806","144","126","158","146","120","129","132","95","95","161","155","119","37","6","9","5"
"22019002500","19","3","816","46543","51","48","3","56","80","37","48","85","53","94","109","96","36","24","14","20"
"22019002600","19","1","1428","39976","150","84","94","90","80","96","125","32","87","167","245","112","36","0","0","38"
"22019002700","19","0","1992","41953","128","91","207","70","110","240","118","101","132","184","215","210","124","21","10","16"
"22019002800","19","1","1290","32979","154","91","101","99","128","140","109","89","55","156","107","24","10","34","0","0"
"22019002900","19","0","665","37315","61","47","43","47","46","59","49","36","37","70","91","57","4","0","7","0"
"22019003000","19","0","1358","45423","117","49","67","80","108","69","93","81","71","154","229","135","37","30","8","20"
"22019003101","19","0","1420","59615","41","34","69","88","90","46","73","103","70","93","260","333","70","23","19","0"
"22019003102","19","1","660","64420","22","10","10","6","20","22","12","38","42","84","146","149","40","24","34","0"
"22019003200","19","4","681","47263","22","23","29","35","57","86","32","47","33","97","69","87","41","2","21","8"
"22019003300","19","3","1192","41608","68","26","85","104","104","93","103","63","76","132","116","132","56","20","12","26"
"22019003400","19","1","1036","57304","30","20","43","18","47","58","53","81","71","118","165","169","55","67","19","13"
"22019003500","19","1","892","31399","97","74","106","67","82","69","66","57","49","85","58","60","22","3","0","5"
"22019003600","19","3","1296","39915","131","63","66","72","90","112","129","90","65","158","168","110","37","7","21","7"
"22019980000","19","1","250","31875","46","21","25","9","19","18","19","14","14","18","21","25","2","0","3","2"
"22019980100","19","1","77","54647","3","5","4","4","4","5","5","6","3","6","12","12","7","3","2","2"
"22021000100","21","0","737","38466","80","43","68","51","64","34","42","35","40","84","104","47","23","16","1","5"
"22021000200","21","0","896","31768","126","85","73","49","86","77","73","45","72","84","70","29","21","2","0","4"
"22021000300","21","0","1176","33085","134","68","132","99","80","111","69","74","67","129","84","74","15","16","11","13"
"22023970100","23","0","1374","40471","67","58","79","168","92","102","104","87","92","159","170","126","11","21","7","17"
"22023970201","23","0","938","38083","58","58","86","108","57","60","57","58","20","78","147","93","38","0","9","4"
"22023990000","23","0","391","39259","24","22","31","47","27","28","29","27","18","40","56","39","12","3","4","5"
"22025000100","25","0","1189","27143","185","143","109","106","98","62","66","53","72","111","35","112","7","1","10","4"
"22025000200","25","0","769","27390","135","89","78","50","67","39","56","67","14","59","42","26","37","3","7","0"
"22025000300","25","0","1083","27143","129","91","128","161","73","92","63","83","51","81","35","39","42","6","8","16"
"22027950100","27","0","1100","35378","158","94","75","71","74","71","79","51","56","104","107","89","33","20","5","6"
"22027950200","27","0","646","36125","101","35","32","44","54","42","63","78","32","38","44","61","6","4","12","7"
"22027950300","27","0","802","30774","141","81","77","45","44","75","39","71","22","61","42","74","4","8","3","15"
"22027950400","27","0","1082","27904","148","153","71","94","99","76","132","59","44","65","50","38","17","11","0","11"
"22027950500","27","0","758","36690","97","86","69","39","42","27","61","60","55","72","49","46","41","14","7","7"
"22029000100","29","0","827","28169","134","79","97","71","44","66","70","42","5","56","46","40","35","14","2","8"
"22029000200","29","0","1406","20788","401","200","80","159","76","63","92","52","67","87","53","44","15","0","20","0"
"22029000300","29","0","1061","27222","105","147","148","102","76","85","52","52","52","104","87","38","16","5","1","6"
"22029000400","29","0","1373","36028","169","103","108","98","90","100","89","146","58","151","145","82","13","8","4","9"
"22029000500","29","0","800","34904","91","69","48","67","62","64","54","71","46","69","85","57","12","5","0","0"
"22031950100","31","0","1936","42727","209","74","93","86","139","166","122","125","143","237","252","155","51","49","6","21"
"22031950200","31","0","1225","32278","172","131","77","106","81","105","55","52","79","105","126","73","36","3","5","4"
"22031950300","31","0","729","35811","110","55","69","37","64","34","21","45","33","62","91","91","12","14","4","4"
"22031950400","31","0","790","40546","104","68","30","43","54","42","44","67","43","57","107","73","33","8","3","0"
"22031950500","31","0","632","23810","117","86","76","48","44","60","24","32","45","36","29","26","2","0","2","5"
"22031950600","31","0","869","23438","208","81","106","69","80","67","30","34","35","42","73","28","19","10","1","6"
"22031950700","31","0","787","30182","111","58","89","99","33","74","77","38","35","58","81","32","2","0","0","0"
"22033000100","33","1","443","17740","135","57","53","16","18","19","32","11","27","26","35","10","4","0","0","0"
"22033000200","33","1","1550","21392","307","201","218","161","172","106","69","37","45","52","101","47","17","7","10","0"
"22033000300","33","1","458","23981","100","34","32","85","41","18","24","34","14","0","55","9","0","0","12","0"
"22033000400","33","1","808","27667","167","36","61","75","107","67","25","64","26","77","36","50","5","7","0","5"
"22033000500","33","1","1119","22559","239","131","163","89","79","42","48","59","57","81","56","27","19","18","5","6"
"22033000601","33","1","914","26296","155","110","116","48","78","83","59","50","25","113","4","40","18","0","15","0"
"22033000602","33","1","1177","23517","201","168","135","145","105","44","48","84","64","69","34","50","4","15","11","0"
"22033000701","33","1","556","32115","104","45","28","64","15","26","21","34","33","59","55","72","0","0","0","0"
"22033000702","33","1","963","29250","58","91","110","116","111","77","45","61","79","51","97","49","18","0","0","0"
"22033000900","33","1","1131","22128","248","92","154","146","83","83","64","39","30","89","38","35","0","5","13","12"
"22033001000","33","1","1075","19583","260","156","129","88","106","66","93","11","8","38","41","56","10","6","7","0"
"22033001102","33","1","599","29560","64","27","74","74","70","51","75","31","6","37","67","18","0","5","0","0"
"22033001103","33","1","848","27955","175","59","78","77","71","83","24","66","19","32","66","78","7","7","0","6"
"22033001104","33","1","870","13670","302","158","98","62","98","41","12","33","9","14","36","0","7","0","0","0"
"22033001600","33","0","855","26728","158","66","106","74","53","21","12","32","69","44","94","48","36","24","4","14"
"22033001700","33","1","1079","55781","61","49","85","34","57","75","40","60","32","85","107","152","34","56","52","100"
"22033001800","33","1","578","46143","31","37","43","38","44","29","25","26","48","79","50","88","28","0","7","5"
"22033001900","33","1","709","72969","24","12","0","12","30","46","13","60","43","60","74","103","73","28","33","98"
"22033002000","33","1","962","63864","36","25","48","41","27","28","42","26","58","82","174","98","107","60","57","53"
"22033002200","33","1","346","22500","77","58","24","64","42","11","9","14","11","16","4","0","16","0","0","0"
"22033002300","33","0","722","70735","5","11","17","12","13","46","39","7","43","95","94","131","61","54","34","60"
"22033002400","33","0","662","22552","174","97","44","63","62","37","43","16","18","30","13","42","16","0","0","7"
"22033002500","33","1","719","22827","115","115","80","86","37","30","10","14","33","71","58","18","26","12","9","5"
"22033002601","33","1","937","74280","10","39","25","41","14","38","10","40","32","65","164","206","69","47","59","78"
"22033002602","33","1","961","69563","60","21","16","45","51","36","65","41","22","44","92","116","74","38","94","146"
"22033002700","33","1","478","28571","60","51","32","56","48","4","59","5","18","19","49","11","19","10","11","26"
"22033002801","33","0","260","18571","78","33","27","32","23","9","5","7","13","5","13","2","0","2","5","0"
"22033002802","33","0","200","18571","60","26","22","25","18","7","5","6","10","5","11","3","0","3","5","0"
"22033003000","33","2","959","24777","268","99","76","39","72","50","45","48","42","85","62","34","13","0","0","26"
"22033003101","33","0","1143","18442","315","148","149","55","39","32","63","74","22","35","96","51","22","13","0","15"
"22033003103","33","1","175","15268","69","19","35","9","7","5","6","5","3","7","2","10","1","4","0","1"
"22033003201","33","1","1020","40521","61","43","61","80","79","82","89","91","83","153","87","74","31","6","0","0"
"22033003202","33","1","1109","52207","37","44","51","36","47","66","56","81","65","221","156","135","59","49","6","0"
"22033003300","33","1","1120","27182","167","101","147","97","77","76","62","83","72","88","66","41","23","6","8","6"
"22033003400","33","1","1807","23650","261","353","181","176","61","115","106","65","84","116","96","125","29","31","0","8"
"22033003501","33","2","834","38393","85","54","46","55","81","66","57","36","29","41","127","78","37","25","0","17"
"22033003504","33","1","1703","30234","237","129","178","130","170","152","148","72","93","119","136","92","40","0","7","0"
"22033003505","33","1","1192","33462","204","117","89","39","73","114","68","46","75","126","92","99","29","10","5","6"
"22033003506","33","1","1877","45839","48","86","51","135","152","124","109","210","114","204","309","182","87","30","6","30"
"22033003507","33","1","1348","49464","35","41","94","83","105","83","73","94","78","141","232","183","62","27","17","0"
"22033003601","33","1","874","51474","39","0","56","39","50","39","63","54","74","122","118","133","49","27","11","0"
"22033003603","33","1","716","32794","111","63","78","43","45","48","71","51","45","54","48","59","0","0","0","0"
"22033003604","33","1","1542","26714","214","133","153","186","180","119","143","76","45","51","117","73","0","30","10","12"
"22033003701","33","1","1741","66210","30","17","32","63","63","67","79","157","117","113","279","356","138","75","66","89"
"22033003702","33","1","960","64388","34","10","24","43","35","37","90","62","32","70","156","173","124","20","30","20"
"22033003703","33","0","1717","68115","10","13","17","48","75","99","64","81","89","133","337","378","205","74","18","61"
"22033003801","33","1","1429","78384","37","24","37","7","76","7","30","107","75","136","162","182","135","31","173","210"
"22033003802","33","1","1278","54700","26","30","53","91","59","39","77","76","121","109","189","188","66","7","37","110"
"22033003804","33","1","1101","65744","10","42","18","44","47","63","32","67","41","116","127","180","139","147","18","10"
"22033003805","33","1","1529","49548","68","25","74","83","111","86","86","124","122","96","242","216","93","51","45","7"
"22033003904","33","1","1425","43778","46","27","88","74","161","72","150","116","62","137","247","137","59","49","0","0"
"22033003906","33","1","2279","75084","31","27","11","35","71","69","102","73","91","202","425","380","397","242","80","42"
"22033003907","33","1","1477","70399","24","26","22","17","102","85","50","59","61","143","231","208","206","90","91","62"
"22033003908","33","1","796","71875","8","0","0","9","18","29","39","51","41","109","119","179","73","64","28","29"
"22033003909","33","0","877","40179","93","11","33","65","107","65","60","53","64","52","84","98","35","14","35","3"
"22033003910","33","1","627","40179","67","8","24","48","77","48","43","38","46","38","60","71","26","10","25","3"
"22033004005","33","1","1429","54978","43","46","38","82","117","97","96","72","47","121","220","251","54","72","23","50"
"22033004006","33","0","2275","90444","27","65","8","50","51","85","11","73","48","157","213","541","367","215","175","174"
"22033004009","33","1","1310","65750","86","31","87","58","46","53","49","56","41","104","103","98","119","123","108","148"
"22033004010","33","2","1349","75199","1","1","1","17","56","53","42","24","99","146","240","259","147","92","95","91"
"22033004011","33","2","1112","25164","160","104","133","155","69","82","57","17","61","57","43","102","44","18","10","0"
"22033004013","33","0","179","66000","18","13","10","7","7","2","6","6","2","8","15","30","27","3","6","10"
"22033004014","33","2","1185","66000","124","93","68","52","51","17","47","40","19","60","101","203","182","24","43","70"
"22033004015","33","0","195","51717","18","6","12","9","11","4","13","7","8","15","21","22","8","8","7","17"
"22033004016","33","1","1965","51717","189","67","125","93","113","47","138","74","89","154","219","231","90","89","80","176"
"22033004201","33","1","1603","33211","167","218","168","64","70","156","57","54","94","168","138","103","130","0","11","5"
"22033004203","33","1","915","39851","62","53","71","53","70","80","71","121","80","68","75","90","11","0","10","0"
"22033004204","33","1","1090","33140","147","58","113","81","99","79","40","102","91","74","68","85","32","0","7","14"
"22033004205","33","1","1562","41014","107","70","55","109","119","169","124","100","116","209","170","113","66","18","17","0"
"22033004301","33","1","1847","56523","56","89","59","64","92","78","105","121","116","191","305","397","83","61","0","30"
"22033004302","33","2","1671","58417","37","44","42","60","86","82","96","147","76","194","346","296","81","36","35","13"
"22033004401","33","1","1449","60457","7","49","39","46","60","88","80","82","118","148","207","265","129","76","30","25"
"22033004402","33","2","1538","50152","51","50","79","78","76","89","102","104","135","182","273","203","101","7","0","8"
"22033004403","33","1","1541","59122","40","25","54","62","68","97","83","101","104","153","225","315","107","70","32","5"
"22033004503","33","2","1532","46401","99","62","59","103","62","100","65","163","135","242","195","157","58","23","1","23"
"22033004504","33","0","1508","60429","20","32","32","66","15","108","74","131","84","165","256","276","113","60","35","26"
"22033004505","33","2","1470","50024","87","33","114","101","80","90","67","102","69","117","203","218","161","20","22","1"
"22033004507","33","1","1219","68278","8","0","50","23","24","75","17","59","50","166","208","242","141","83","63","10"
"22033004508","33","1","2284","83008","13","7","35","56","47","87","41","71","69","206","265","529","348","188","183","139"
"22033004509","33","0","742","62412","15","10","40","22","20","28","26","40","42","96","138","134","86","18","16","3"
"22033004510","33","1","2570","62412","53","37","139","77","72","101","94","142","146","333","481","468","302","65","57","12"
"22033004602","33","1","1350","38532","109","127","104","71","81","84","136","83","86","143","76","174","53","17","6","0"
"22033004603","33","2","981","55096","90","56","63","36","62","34","57","34","22","57","125","146","57","97","25","20"
"22033004604","33","1","2148","66875","16","62","91","60","64","69","98","95","110","206","356","615","196","67","33","10"
"22033004700","33","1","1431","46406","113","59","112","111","85","72","57","93","82","144","209","187","89","0","18","0"
"22033004800","33","1","636","68438","31","36","8","8","53","16","45","40","6","42","38","127","65","36","42","43"
"22033004900","33","1","1428","90999","6","28","7","38","41","37","61","38","24","79","174","261","221","126","130","157"
"22033005000","33","1","1051","81710","0","13","5","4","21","32","37","30","18","80","190","243","181","70","72","55"
"22033005100","33","2","623","28542","119","67","63","55","74","47","48","16","0","59","23","27","16","0","0","9"
"22033005200","33","2","636","19512","202","78","40","49","55","38","41","7","0","31","58","33","4","0","0","0"
"22033005300","33","2","738","17017","228","95","120","48","60","61","30","12","0","18","12","28","12","7","0","7"
"22033980000","33","1","161","15268","63","17","32","8","6","5","6","5","2","7","2","10","0","4","0","0"
"22035000100","35","0","899","25764","194","83","86","70","100","49","70","15","34","37","76","35","28","0","0","22"
"22035000200","35","0","557","30964","36","44","16","87","82","46","40","59","19","50","11","44","17","0","6","0"
"22035000300","35","0","702","16115","240","82","89","75","36","57","33","32","12","13","21","4","0","0","0","8"
"22037951300","37","0","950","28125","162","97","74","97","57","64","82","19","31","74","87","66","21","2","2","15"
"22037951400","37","0","1037","34196","123","132","85","49","73","70","34","80","43","73","114","115","25","19","0","2"
"22037951501","37","0","318","43442","26","11","19","20","9","28","28","22","11","38","35","40","15","0","4","3"
"22037951502","37","0","1388","43442","114","52","82","88","39","123","126","99","52","169","155","177","69","1","21","15"
"22037951600","37","0","1368","37820","177","93","91","127","80","89","71","57","57","120","114","181","78","15","13","20"
"22039950100","39","0","1572","35651","179","129","121","80","159","100","97","135","129","124","109","168","21","2","12","7"
"22039950200","39","0","532","28646","98","41","47","59","34","18","20","36","37","39","53","38","8","0","3","1"
"22039950300","39","0","1202","29649","183","105","118","113","90","134","54","43","51","108","81","69","15","16","15","7"
"22039950400","39","0","1697","26541","331","197","181","76","132","59","126","89","70","139","111","116","28","23","0","19"
"22039950500","39","0","1061","18194","333","117","113","82","107","46","22","14","18","69","24","79","5","0","20","12"
"22039950600","39","0","990","16850","304","154","84","87","71","63","48","20","21","42","38","17","39","0","0","2"
"22039950700","39","0","1028","33000","176","121","35","91","81","26","62","57","50","136","79","94","20","0","0","0"
"22039950800","39","0","1179","28240","213","125","91","110","85","64","66","82","44","114","69","43","43","8","6","16"
"22041950100","41","0","1098","30731","148","131","42","103","106","100","74","83","39","116","81","40","15","6","5","9"
"22041950200","41","0","1073","29741","120","123","101","102","89","123","67","58","9","64","88","61","18","6","8","21"
"22041950300","41","0","1446","22250","322","215","114","149","142","133","75","59","31","79","78","25","10","7","0","7"
"22041950400","41","0","941","34124","105","121","58","57","78","72","98","79","42","106","56","37","16","21","7","3"
"22041950500","41","0","517","27772","22","42","45","115","55","61","4","52","14","17","35","24","6","9","10","6"
"22041950600","41","0","697","22263","140","87","69","70","33","75","48","18","27","51","29","23","8","2","2","15"
"22043020100","43","0","669","35152","72","36","32","70","60","60","68","41","31","32","57","53","33","4","7","5"
"22043020200","43","0","920","35347","90","99","54","54","67","95","50","68","78","68","93","62","19","7","12","12"
"22043020300","43","0","758","28077","131","109","73","45","31","49","59","32","33","48","69","53","21","2","0","3"
"22043020401","43","0","1630","34148","143","136","145","175","131","100","136","147","78","115","184","47","71","18","2","2"
"22043020402","43","0","1245","40190","102","75","79","82","100","125","56","102","70","154","120","146","16","0","12","6"
"22045030100","45","0","1964","33142","359","184","118","123","146","100","133","77","128","154","179","157","43","5","23","20"
"22045030200","45","0","1641","42830","152","102","101","90","86","122","111","110","72","185","197","172","89","5","38","24"
"22045030301","45","0","578","41016","67","30","34","33","26","41","42","46","34","88","45","44","18","4","7","11"
"22045030302","45","0","1713","41016","199","88","101","98","78","123","127","136","103","261","136","132","54","14","23","33"
"22045030400","45","0","2032","35382","244","215","108","128","141","161","149","139","68","197","164","181","82","16","21","9"
"22045030500","45","0","1222","36510","156","99","97","101","94","32","109","84","52","86","142","125","47","11","1","1"
"22045030600","45","0","1434","61009","90","59","23","65","44","82","33","84","56","158","250","209","106","44","71","60"
"22045030700","45","0","1149","43827","66","51","49","61","80","100","103","95","59","141","116","130","60","24","6","8"
"22045030800","45","0","729","16004","270","72","68","69","59","35","34","27","13","22","8","39","0","6","0","7"
"22045030900","45","0","1030","16833","319","163","74","78","48","70","37","55","48","54","59","25","0","0","0","0"
"22045031000","45","0","837","22594","171","113","88","87","61","52","57","32","25","46","40","50","7","5","0","0"
"22045031100","45","0","1359","32230","135","112","165","131","91","142","38","97","48","143","121","42","28","56","10","0"
"22045031200","45","0","1049","32612","143","127","45","68","126","81","41","59","65","78","142","36","5","14","7","15"
"22045031300","45","0","1525","43704","82","45","96","110","140","94","96","133","113","181","173","151","63","36","4","0"
"22045031600","45","0","859","25801","185","73","42","124","47","49","62","55","59","61","47","36","14","9","5","8"
"22045990000","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22047952600","47","0","816","32278","115","91","43","65","64","48","62","47","40","55","75","62","30","2","0","2"
"22047952700","47","0","1601","33861","180","104","113","192","131","102","74","134","38","109","172","132","75","21","19","7"
"22047952900","47","0","1616","33721","172","124","149","133","128","118","85","81","87","119","161","169","36","14","15","9"
"22047953000","47","0","677","39625","97","39","68","48","43","21","24","50","38","84","74","66","13","6","0","6"
"22047953101","47","0","1659","33218","319","114","158","110","61","101","118","60","55","186","118","134","44","44","10","27"
"22047953102","47","0","684","29079","97","94","40","51","78","34","32","26","39","36","31","48","23","40","12","17"
"22047953200","47","0","974","22888","153","32","48","64","80","75","33","33","59","128","111","75","27","29","22","20"
"22049970100","49","0","800","29201","99","72","62","106","69","50","59","76","38","20","57","60","19","0","7","0"
"22049970200","49","0","1080","39069","87","75","49","68","122","85","65","98","65","100","63","112","33","27","2","14"
"22049970300","49","0","1016","45057","25","76","31","39","107","95","65","80","98","126","102","84","67","19","17","6"
