"GEO2010","COUNTY","HFLG175","FAVINC1AD","MDFAMY1A","FAY0101A","FAY0151A","FAY0201A","FAY0251A","FAY0301A","FAY0351A","FAY0401A","FAY0451A","FAY0501A","FAY0601A","FAY0751A","FAY01001A","FAY01251A","FAY01501A","FAY02001A","FAY0M201A"
"22033004014","33","2","1225","113160","88","56","0","28","13","28","12","42","42","92","50","89","158","99","201","227"
"22033004015","33","0","1564","41814","86","127","112","59","233","58","70","51","31","186","92","152","145","35","127","0"
"22033004016","33","1","1882","128333","0","16","17","8","0","24","62","25","23","18","139","244","351","104","185","666"
"22033004201","33","1","1554","45217","0","39","155","230","129","11","129","82","56","162","142","197","86","73","63","0"
"22033004203","33","1","953","48036","96","111","14","25","39","96","19","38","77","44","132","152","64","39","0","7"
"22033004204","33","1","1136","38450","31","48","148","50","166","60","140","44","42","111","136","93","41","0","26","0"
"22033004205","33","1","1560","46921","83","43","51","53","210","40","62","122","158","121","209","128","117","98","19","46"
"22033004301","33","1","1681","73669","21","55","21","6","50","79","115","99","70","139","202","395","109","134","137","49"
"22033004302","33","2","1623","77750","32","11","11","0","22","60","86","86","117","86","286","265","161","233","79","88"
"22033004401","33","1","1469","83750","10","20","18","60","4","33","40","68","43","80","248","314","131","133","194","73"
"22033004402","33","2","1493","65634","110","15","46","13","102","33","33","76","110","135","221","302","160","54","66","17"
"22033004403","33","1","1662","73349","34","24","28","54","33","43","60","76","51","191","272","224","200","181","94","97"
"22033004503","33","2","1615","53470","126","80","156","34","31","13","143","125","18","237","92","389","25","90","51","5"
"22033004504","33","0","1662","74417","0","18","41","113","33","30","57","130","94","146","183","395","210","82","119","11"
"22033004505","33","2","2214","50208","139","103","38","274","212","96","47","57","137","110","156","390","168","67","169","51"
"22033004507","33","1","1366","91354","27","18","0","38","7","28","18","87","84","29","165","341","155","109","127","133"
"22033004508","33","1","2435","111576","21","43","0","62","0","83","62","47","83","128","204","343","356","294","447","262"
"22033004509","33","0","1836","70625","51","15","75","56","17","87","30","57","38","194","371","320","245","90","105","85"
"22033004510","33","1","1802","98182","0","0","73","26","46","45","33","46","72","69","163","352","267","265","301","44"
"22033004602","33","1","1341","56583","50","36","75","51","61","132","51","144","21","80","110","252","127","95","48","8"
"22033004603","33","2","1247","71836","24","35","67","46","22","77","38","43","69","109","111","116","240","94","89","67"
"22033004604","33","1","2963","76802","20","0","60","129","84","73","229","183","87","185","376","542","432","300","146","117"
"22033004700","33","1","1523","74125","72","30","36","23","47","111","36","33","71","83","230","260","255","86","150","0"
"22033004800","33","1","679","80094","91","0","0","0","15","9","0","48","12","72","67","74","66","49","112","64"
"22033004900","33","1","1267","107125","12","24","24","6","27","11","39","24","13","25","121","286","162","102","135","256"
"22033005000","33","1","1004","97500","0","0","0","32","0","0","33","6","24","75","159","190","131","95","120","139"
"22033005100","33","2","472","38229","72","21","38","19","42","30","48","72","20","21","59","0","30","0","0","0"
"22033005200","33","2","428","26667","120","11","9","64","15","28","26","17","25","40","2","36","25","0","0","10"
"22033005300","33","2","549","32583","69","27","65","79","27","22","48","0","44","31","31","45","0","24","13","24"
"22033980000","33","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22035000100","35","0","669","26756","128","108","39","30","57","37","11","53","0","52","50","24","27","30","6","17"
"22035000200","35","0","427","39120","0","33","23","63","68","9","27","21","0","14","61","14","15","26","0","53"
"22035000300","35","0","567","17656","113","115","93","55","28","43","24","7","0","60","6","23","0","0","0","0"
"22037951300","37","0","817","31619","62","25","74","104","93","86","49","11","46","70","13","75","68","22","7","12"
"22037951400","37","0","846","39500","81","118","47","48","55","47","28","21","33","43","132","68","57","48","13","7"
"22037951501","37","0","261","66806","3","0","12","10","29","3","9","10","0","35","73","50","12","6","9","0"
"22037951502","37","0","1344","53258","50","26","128","20","124","102","56","101","55","73","72","287","116","99","15","20"
"22037951600","37","0","1413","49627","145","73","72","54","109","108","55","33","66","96","182","239","68","11","18","84"
"22039950100","39","0","1658","62817","80","54","37","133","93","19","92","58","86","84","328","354","107","38","79","16"
"22039950200","39","0","506","55993","17","0","8","0","23","33","58","12","54","109","47","90","37","18","0","0"
"22039950300","39","0","1154","41250","68","62","77","111","124","50","64","59","86","47","43","150","64","82","39","28"
"22039950400","39","0","1580","34024","286","17","205","119","116","63","36","51","27","134","110","290","68","15","32","11"
"22039950500","39","0","731","22435","103","93","113","87","75","14","37","46","5","22","37","25","26","12","22","14"
"22039950600","39","0","746","26559","88","73","118","41","122","59","6","86","0","38","75","40","0","0","0","0"
"22039950700","39","0","1020","44408","77","79","60","76","21","75","67","64","63","17","108","81","171","31","25","5"
"22039950800","39","0","1086","59623","78","39","26","75","23","87","33","60","17","113","175","212","48","31","64","5"
"22041950100","41","0","1056","50595","16","39","58","29","166","60","43","62","50","114","83","130","97","14","40","55"
"22041950200","41","0","1074","43250","207","37","91","40","68","65","17","40","64","68","122","67","129","24","12","23"
"22041950300","41","0","1391","26068","135","219","138","180","76","25","130","58","51","47","139","93","88","12","0","0"
"22041950400","41","0","903","46825","36","59","83","42","118","55","15","7","69","99","47","98","29","63","83","0"
"22041950500","41","0","486","48790","30","34","0","31","23","22","29","58","31","55","24","110","0","5","23","11"
"22041950600","41","0","574","35929","42","39","53","49","23","68","68","16","25","34","19","27","90","8","7","6"
"22043020100","43","0","795","50436","80","27","36","21","46","97","11","52","20","87","129","106","62","9","2","10"
"22043020200","43","0","851","48917","100","31","35","40","56","32","98","25","15","111","75","125","84","0","24","0"
"22043020300","43","0","776","34000","32","96","122","49","30","67","44","24","62","14","94","66","38","26","12","0"
"22043020401","43","0","1561","45280","61","27","144","141","108","101","130","62","76","95","155","179","169","71","24","18"
"22043020402","43","0","1313","49929","31","37","56","91","58","56","114","91","124","89","148","233","61","31","59","34"
"22045030100","45","0","1767","37047","230","162","120","54","74","196","69","55","136","147","205","107","59","61","30","62"
"22045030200","45","0","1675","62216","95","67","55","75","97","75","108","54","37","155","194","247","179","93","45","99"
"22045030301","45","0","810","59667","75","84","11","26","43","46","8","0","43","73","79","154","36","49","61","22"
"22045030302","45","0","1826","49149","146","156","141","64","64","110","123","64","61","99","333","101","326","15","6","17"
"22045030400","45","0","2051","52450","192","34","36","123","99","92","74","96","157","373","159","339","109","65","49","54"
"22045030500","45","0","1201","48897","68","68","59","101","80","22","38","73","99","90","139","164","52","49","56","43"
"22045030600","45","0","1812","80208","123","11","44","29","58","56","51","88","36","105","262","324","342","142","70","71"
"22045030700","45","0","1145","65313","47","35","37","47","21","58","110","36","53","105","58","251","112","117","22","36"
"22045030800","45","0","497","18575","171","53","57","10","41","19","15","19","0","0","33","56","13","0","10","0"
"22045030900","45","0","787","23926","154","115","72","83","71","55","33","38","63","9","45","11","38","0","0","0"
"22045031000","45","0","798","27645","216","64","29","83","121","24","66","14","52","57","31","21","0","20","0","0"
"22045031100","45","0","1345","44726","19","170","156","39","101","73","31","88","19","149","114","243","92","12","14","25"
"22045031200","45","0","921","48099","62","65","0","78","47","36","58","26","125","80","99","174","44","8","19","0"
"22045031300","45","0","1591","54450","0","0","86","43","47","13","126","124","231","211","257","199","143","99","0","12"
"22045031600","45","0","848","40278","96","73","85","53","14","60","36","76","35","31","119","37","66","11","26","30"
"22045990000","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22047952600","47","0","845","52723","57","30","52","71","39","46","35","32","32","97","123","110","88","10","18","5"
"22047952700","47","0","1561","60625","19","79","80","57","53","38","79","141","120","100","186","303","99","80","68","59"
"22047952900","47","0","1564","44415","132","23","68","197","62","124","81","106","91","90","95","253","110","51","56","25"
"22047953000","47","0","527","50679","55","12","40","61","24","23","10","22","7","56","42","56","77","10","20","12"
"22047953101","47","0","1576","50533","91","76","173","126","55","66","60","62","53","180","127","208","128","116","55","0"
"22047953102","47","0","769","46131","63","24","56","0","56","50","45","81","84","65","98","20","39","47","0","41"
"22047953200","47","0","969","63350","24","0","37","77","53","34","13","78","41","54","178","152","111","37","74","6"
"22049970100","49","0","753","41705","59","101","29","14","26","91","34","43","8","52","126","46","58","20","46","0"
"22049970200","49","0","1029","50378","67","10","83","95","34","56","8","75","75","144","131","114","86","17","34","0"
"22049970300","49","0","989","68472","16","38","44","37","58","27","53","34","88","45","147","219","78","42","43","20"
"22049970400","49","0","952","42041","55","56","25","48","95","39","29","209","43","129","73","35","64","45","7","0"
"22049970500","49","0","529","60464","9","0","10","86","0","16","36","33","31","37","121","140","5","5","0","0"
"22051020101","51","0","596","75278","0","0","10","26","8","37","11","76","8","30","86","136","69","6","44","49"
"22051020102","51","0","776","70357","9","26","37","18","50","22","11","9","50","53","117","115","100","0","74","85"
"22051020201","51","0","354","91216","9","0","0","24","0","0","9","13","21","10","48","62","18","65","48","27"
"22051020202","51","0","561","31913","38","26","74","8","97","85","44","33","27","60","45","7","10","0","7","0"
"22051020203","51","0","2197","89732","85","15","42","34","32","55","0","49","104","152","304","337","201","167","297","323"
"22051020301","51","0","931","96836","0","0","33","0","37","21","25","38","40","78","68","157","90","110","73","161"
"22051020302","51","0","1359","86008","0","39","23","11","25","51","20","123","58","49","151","258","143","101","146","161"
"22051020303","51","1","1009","70744","11","11","41","9","30","20","13","72","76","182","108","130","157","69","40","40"
"22051020400","51","0","919","95956","0","0","0","0","23","10","20","10","46","44","74","271","116","101","162","42"
"22051020502","51","0","1533","55494","0","80","46","126","83","68","115","56","120","224","186","238","158","15","13","5"
"22051020505","51","1","390","38393","6","29","63","46","0","8","52","8","21","86","38","3","19","3","0","8"
"22051020506","51","0","1162","50000","42","36","45","33","42","149","54","85","95","54","81","94","169","92","55","36"
"22051020507","51","0","1033","68159","0","37","33","22","0","9","103","111","31","88","161","150","110","28","60","90"
"22051020508","51","1","1778","66587","28","37","0","125","19","167","64","22","66","278","369","141","131","101","119","111"
"22051020511","51","1","1163","61971","67","0","53","102","57","0","86","44","52","59","181","63","175","65","130","29"
"22051020512","51","2","606","61613","21","11","9","59","34","9","37","44","20","39","31","42","42","86","37","85"
"22051020513","51","1","1196","64342","74","0","63","62","26","29","36","87","24","138","132","237","108","117","30","33"
"22051020514","51","1","1073","123835","0","7","30","0","0","7","15","21","10","53","96","209","109","136","177","203"
"22051020515","51","0","869","59144","0","0","0","63","12","41","12","25","152","148","83","211","77","17","24","4"
"22051020516","51","0","1158","49306","35","102","32","7","107","87","85","24","115","64","289","32","41","76","62","0"
"22051020517","51","0","1008","109741","12","15","0","0","29","76","12","22","84","17","29","125","168","59","242","118"
"22051020600","51","1","982","30513","144","99","141","38","61","71","26","157","43","28","42","109","0","18","5","0"
"22051020700","51","1","235","43306","0","27","0","37","26","13","0","45","0","48","29","10","0","0","0","0"
"22051021000","51","0","695","51417","23","13","33","89","40","30","61","24","26","67","145","89","40","0","0","15"
"22051021100","51","0","604","38750","33","80","64","32","54","27","12","11","13","70","22","110","60","16","0","0"
"22051021200","51","0","468","41724","34","17","13","80","16","45","9","29","0","59","15","96","42","13","0","0"
"22051021300","51","2","761","73618","44","36","17","0","12","0","23","104","33","27","95","163","62","49","59","37"
"22051021400","51","1","585","85947","9","0","12","20","45","25","0","13","18","38","39","140","92","47","54","33"
"22051021500","51","1","650","27063","90","81","104","17","74","45","31","40","55","9","31","46","0","0","6","21"
"22051021600","51","0","1171","54906","48","0","118","55","24","48","147","41","45","107","112","187","112","78","21","28"
"22051021700","51","1","1309","56868","87","34","12","37","106","119","68","78","32","134","154","215","53","134","46","0"
"22051021801","51","1","512","59808","0","0","0","37","65","12","21","17","66","39","52","86","41","0","30","46"
"22051021803","51","1","1067","31819","38","60","116","66","100","227","98","0","58","83","202","8","0","0","0","11"
"22051021804","51","1","496","35625","27","78","23","50","25","36","36","17","53","0","32","67","22","30","0","0"
"22051021900","51","1","352","39167","0","21","26","42","17","5","68","45","0","0","36","47","10","25","0","10"
"22051022001","51","1","712","37136","61","16","32","25","52","123","55","0","68","62","78","72","43","13","12","0"
"22051022002","51","2","702","75682","0","13","25","9","97","79","20","18","9","31","47","130","92","69","63","0"
"22051022101","51","0","373","112768","0","9","0","0","0","0","8","7","63","24","28","26","53","50","37","68"
"22051022102","51","0","545","63472","20","0","0","41","13","19","10","35","29","102","63","57","93","33","16","14"
"22051022200","51","1","706","76354","11","0","23","31","10","23","0","30","21","80","111","115","99","36","48","68"
"22051022301","51","0","860","66429","40","22","34","0","0","36","25","105","56","45","142","130","79","80","66","0"
"22051022302","51","0","440","71667","0","12","0","28","12","8","6","51","19","67","38","58","45","19","62","15"
"22051022303","51","0","535","40901","46","25","53","47","72","0","9","43","25","17","41","53","10","28","42","24"
"22051022400","51","2","809","120466","13","39","11","22","0","18","15","7","21","78","56","79","112","44","100","194"
"22051022500","51","1","650","73500","8","9","11","17","9","35","50","8","0","90","94","131","61","21","31","75"
"22051022600","51","0","852","149250","0","9","0","11","29","0","0","21","12","38","53","72","104","80","56","367"
"22051022700","51","0","820","84570","21","0","0","0","37","19","0","40","99","0","110","178","122","73","61","60"
"22051022800","51","2","774","62174","12","53","33","22","60","53","23","47","0","44","114","90","77","23","71","52"
"22051022900","51","2","674","53333","50","13","59","31","39","10","25","74","0","84","127","102","28","17","4","11"
"22051023001","51","1","547","74492","0","0","7","0","24","13","67","19","12","43","95","111","51","82","20","3"
"22051023002","51","1","1176","70417","30","39","8","20","33","75","48","55","76","124","105","181","86","113","100","83"
"22051023003","51","1","775","69821","6","0","13","16","40","47","23","7","29","87","166","98","179","24","40","0"
"22051023100","51","1","508","47115","6","15","27","23","34","36","43","26","52","34","59","92","40","10","11","0"
"22051023200","51","0","746","48000","0","41","36","23","46","85","51","77","38","38","104","101","79","9","0","18"
"22051023300","51","1","437","46541","8","0","37","32","39","45","12","19","62","38","40","33","28","37","7","0"
"22051023400","51","1","984","69375","0","14","18","8","41","31","27","67","11","121","224","128","110","111","58","15"
"22051023500","51","2","1182","72250","12","26","0","71","95","29","8","73","32","154","118","238","182","85","49","10"
"22051023600","51","2","1424","56764","50","14","46","164","35","82","45","29","87","272","235","171","101","64","16","13"
"22051023700","51","0","572","33883","36","34","48","66","76","47","19","28","8","31","44","86","28","21","0","0"
"22051023800","51","1","708","50078","100","0","26","21","50","52","31","44","29","52","54","129","48","7","43","22"
"22051023901","51","1","650","76250","7","0","0","9","23","9","53","44","17","79","84","60","67","60","93","45"
"22051023902","51","1","806","93200","0","14","11","15","41","12","42","26","78","53","26","111","54","48","104","171"
"22051023903","51","1","731","91509","0","0","20","10","10","10","9","30","20","80","51","156","88","71","59","117"
"22051023904","51","0","720","74901","30","13","0","53","19","14","6","25","61","12","131","160","75","37","49","35"
"22051024001","51","1","678","88472","10","11","0","17","10","29","17","14","48","29","113","109","94","109","68","0"
"22051024002","51","2","768","93889","0","0","11","0","56","0","33","28","27","32","125","115","129","83","36","93"
"22051024100","51","2","833","58750","18","27","0","32","53","9","39","38","63","160","86","127","101","33","37","10"
"22051024201","51","0","641","46781","25","12","10","11","56","24","64","90","40","61","66","96","62","24","0","0"
"22051024202","51","1","497","94392","0","0","0","27","9","0","61","34","37","6","13","129","125","16","0","40"
"22051024300","51","1","698","72841","0","12","0","10","22","45","38","52","64","37","88","125","63","37","81","24"
"22051024400","51","2","683","48897","63","35","44","14","55","38","37","0","78","40","103","124","19","24","0","9"
"22051024500","51","1","425","53257","10","0","7","84","7","24","48","0","21","45","17","147","7","0","8","0"
"22051024600","51","4","360","41875","35","12","40","9","24","9","15","51","36","55","9","44","21","0","0","0"
"22051024700","51","1","363","63125","10","14","0","37","0","8","42","2","13","0","122","88","8","5","14","0"
"22051024800","51","1","905","104395","0","18","12","26","0","0","27","34","51","21","66","162","76","71","65","276"
"22051024900","51","1","351","46875","32","56","0","26","6","8","43","0","6","0","24","76","23","0","21","30"
"22051025001","51","0","1743","55489","51","0","0","118","77","61","171","168","61","235","132","283","131","74","77","104"
"22051025002","51","2","834","45517","86","29","80","45","19","20","34","98","56","64","147","100","31","16","9","0"
"22051025003","51","1","1049","62135","56","30","78","43","11","0","52","97","79","58","123","154","112","129","10","17"
"22051025102","51","1","1081","81635","36","0","51","44","5","44","45","71","30","72","70","205","127","120","73","88"
"22051025103","51","1","881","49460","75","54","54","15","63","59","9","77","44","48","129","100","64","56","34","0"
"22051025104","51","1","744","56714","13","55","39","52","28","22","30","19","57","68","124","199","24","6","0","8"
"22051025201","51","1","569","20718","133","107","29","54","23","8","12","40","23","20","23","62","35","0","0","0"
"22051025202","51","1","1569","42663","49","100","123","166","47","66","150","105","139","130","181","137","101","37","25","13"
"22051025300","51","1","556","46346","9","34","22","53","48","61","7","23","61","11","24","74","38","24","0","67"
"22051025400","51","2","982","52315","43","110","67","22","60","16","64","46","13","168","188","126","14","17","15","13"
"22051025500","51","1","523","34219","34","42","84","26","15","63","61","36","8","70","15","13","0","36","20","0"
"22051025600","51","2","323","67788","22","59","8","8","10","0","0","22","0","28","39","55","46","11","15","0"
"22051025700","51","1","400","26429","66","83","22","9","77","24","0","19","22","20","32","26","0","0","0","0"
"22051025800","51","1","412","48088","97","0","0","39","0","17","23","0","43","26","95","22","7","20","14","9"
"22051025900","51","1","567","36375","42","28","94","55","38","10","40","19","2","38","10","86","47","29","10","19"
"22051026000","51","0","417","45491","12","21","13","9","108","0","0","30","79","43","21","32","40","9","0","0"
"22051026100","51","1","944","37868","106","64","114","94","9","51","63","35","49","78","154","69","28","5","0","25"
"22051026200","51","1","392","26535","81","15","52","13","69","12","37","12","34","14","19","34","0","0","0","0"
"22051026300","51","1","567","57102","15","0","47","16","27","41","12","75","6","48","92","78","31","31","25","23"
"22051026400","51","0","405","66713","10","10","9","9","29","12","26","9","17","44","126","53","43","8","0","0"
"22051026500","51","0","387","70461","0","0","46","0","18","15","14","27","0","65","64","65","16","23","10","24"
"22051026600","51","1","496","40786","10","14","0","13","98","55","36","70","8","45","32","99","0","0","9","7"
"22051026700","51","0","455","41348","53","6","21","22","43","23","25","64","47","50","0","36","11","4","50","0"
"22051026800","51","2","585","39323","54","5","40","43","32","101","24","11","50","35","62","24","52","12","40","0"
"22051026900","51","0","825","23438","90","67","157","111","65","72","33","54","36","35","41","36","20","8","0","0"
"22051027000","51","2","1436","55000","11","43","75","25","6","141","60","69","182","197","251","185","98","54","33","6"
"22051027100","51","0","762","55671","56","61","16","36","98","29","8","30","21","56","84","168","15","58","26","0"
"22051027200","51","0","1269","36620","106","190","10","92","39","180","95","49","12","69","137","143","114","23","0","10"
"22051027501","51","1","1563","57633","0","22","40","107","115","33","54","63","180","212","324","119","191","41","17","45"
"22051027502","51","1","954","35813","72","46","67","92","75","98","148","18","10","82","94","77","56","0","19","0"
"22051027601","51","0","1304","58289","55","56","13","143","64","31","95","43","96","108","130","289","102","51","28","0"
"22051027602","51","2","988","35395","81","15","136","95","99","56","122","63","60","72","61","78","50","0","0","0"
"22051027701","51","2","1323","30188","124","61","80","175","216","97","36","34","94","189","21","138","35","23","0","0"
"22051027703","51","0","1048","40927","154","35","47","23","89","75","78","68","37","108","88","163","49","17","5","12"
"22051027803","51","1","800","35403","107","103","37","71","46","31","61","19","29","25","187","53","5","15","11","0"
"22051027804","51","2","2110","108088","23","0","35","31","60","20","64","145","108","170","73","237","323","263","261","297"
"22051027805","51","1","2182","67391","119","91","94","72","34","83","73","15","101","192","361","474","196","134","67","76"
"22051027806","51","0","1958","58246","61","15","128","97","88","115","97","132","154","132","213","294","165","106","129","32"
"22051027807","51","5","2581","66710","31","55","38","100","226","114","116","86","163","218","365","338","197","218","163","153"
"22051027809","51","1","1918","56505","42","55","40","33","36","227","67","230","102","188","358","411","71","31","16","11"
"22051027810","51","1","1026","56840","19","6","50","54","19","49","93","69","34","143","149","153","77","90","14","7"
"22051027811","51","1","948","49875","65","43","43","70","15","47","47","85","60","63","55","182","135","7","11","20"
"22051027812","51","1","856","51463","150","20","37","34","19","53","28","19","20","142","140","89","47","58","0","0"
"22051027901","51","0","718","61250","12","28","45","27","46","44","64","11","49","15","70","118","120","37","14","18"
"22051027902","51","0","629","57938","27","38","49","41","57","5","19","37","3","55","44","123","71","25","35","0"
"22051028000","51","4","1240","76364","48","60","0","32","31","29","60","0","102","81","159","290","193","51","29","75"
"22051028100","51","3","518","43000","42","47","32","72","39","10","0","61","8","87","53","35","0","9","23","0"
"22051028200","51","2","1240","40743","98","33","62","110","105","59","131","85","42","110","77","241","53","0","30","4"
"22051980000","51","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22051990000","51","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22051990100","51","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22053000100","53","0","1217","57039","70","71","92","27","32","50","47","110","51","115","109","204","160","50","9","20"
"22053000200","53","0","1114","60417","29","8","50","23","55","89","33","66","79","123","139","237","62","61","28","32"
"22053000300","53","0","1362","52842","35","134","23","103","49","97","63","66","78","218","52","193","114","3","111","23"
"22053000400","53","0","1944","54167","62","65","114","128","55","204","135","10","70","352","209","332","102","11","95","0"
"22053000500","53","0","1116","57734","75","31","25","64","66","43","4","69","56","154","187","177","78","33","34","20"
"22053000600","53","0","900","33125","119","58","104","133","8","52","65","29","42","85","98","56","30","8","6","7"
"22053000700","53","0","739","40475","127","36","69","11","0","17","100","59","60","46","52","108","14","20","10","10"
"22055000100","55","4","332","45775","16","11","0","23","10","42","11","31","71","11","23","48","14","0","21","0"
"22055000200","55","1","491","25324","37","39","83","83","34","55","26","24","30","19","3","13","0","7","13","25"
"22055000500","55","1","444","63333","6","9","16","46","51","0","28","26","10","27","22","23","117","29","19","15"
"22055000602","55","2","1005","56853","33","14","45","57","48","83","19","63","57","109","57","151","90","43","37","99"
"22055000603","55","0","693","58576","11","62","16","49","40","48","21","18","31","71","39","148","106","0","33","0"
"22055000604","55","1","1255","49564","68","123","11","111","58","29","56","96","83","205","91","212","41","55","16","0"
"22055000700","55","1","847","27220","78","12","127","147","74","70","34","48","18","37","92","87","9","0","0","14"
"22055000800","55","1","547","17234","108","94","89","52","38","18","14","39","0","34","33","28","0","0","0","0"
"22055000900","55","1","412","28152","97","11","31","50","34","25","19","30","12","23","18","28","34","0","0","0"
"22055001001","55","0","1463","45250","73","128","39","114","142","99","104","32","11","105","182","178","155","54","29","18"
"22055001002","55","2","915","46215","138","81","58","12","46","70","9","26","36","65","199","114","28","20","7","6"
"22055001003","55","1","1226","55854","0","46","26","57","51","78","113","78","31","209","179","184","91","39","36","8"
"22055001100","55","1","1461","31050","141","172","225","85","76","93","45","38","16","87","269","153","19","30","12","0"
"22055001200","55","1","1968","44408","176","57","237","154","58","49","168","94","203","145","80","284","139","72","35","17"
"22055001300","55","1","1007","37804","155","91","22","139","33","40","121","10","67","83","55","100","16","32","25","18"
"22055001401","55","1","2177","114583","18","30","29","37","89","43","25","65","54","122","209","236","248","213","351","408"
"22055001402","55","1","1720","80208","0","30","38","41","13","165","29","73","31","127","211","315","226","125","207","89"
"22055001403","55","1","1146","80000","53","0","0","82","27","26","19","145","0","81","113","138","57","63","174","168"
"22055001404","55","1","2407","87577","55","30","0","15","45","53","81","68","116","117","339","472","394","215","211","196"
"22055001405","55","1","1864","75934","112","0","30","120","107","48","133","48","36","168","93","426","201","128","84","130"
"22055001406","55","1","1333","46302","120","156","64","82","120","0","62","50","82","8","124","171","82","37","118","57"
"22055001407","55","1","1239","108750","12","0","9","30","14","55","0","75","0","136","96","90","178","35","131","378"
"22055001409","55","1","2101","69839","46","89","33","56","33","40","113","147","127","169","224","251","394","134","113","132"
"22055001410","55","1","3164","80450","60","126","119","205","57","107","16","189","114","249","225","430","573","237","276","181"
"22055001411","55","0","521","68686","12","0","25","26","0","97","22","16","0","10","73","87","44","10","81","18"
"22055001500","55","2","1471","100750","60","15","0","9","58","31","51","56","81","130","149","94","184","138","112","303"
"22055001600","55","1","954","100357","7","0","0","6","7","10","9","10","33","74","182","136","159","88","105","128"
"22055001700","55","1","1719","66595","64","77","32","146","82","86","16","57","25","201","184","222","243","123","58","103"
"22055001801","55","0","730","63333","13","21","0","44","47","95","36","51","33","11","54","93","144","0","88","0"
"22055001802","55","1","891","59141","44","8","10","16","51","154","56","25","41","46","182","138","76","22","12","10"
"22055001901","55","0","1539","49782","35","42","45","8","80","180","162","86","139","113","158","144","102","94","83","68"
"22055001902","55","1","1775","56932","127","48","144","54","93","23","87","109","93","143","125","250","180","113","52","134"
"22055001903","55","1","1570","39091","176","37","126","94","119","147","94","122","115","46","89","70","133","81","63","58"
"22055001904","55","1","1084","74848","41","20","49","105","39","8","50","10","19","137","66","147","134","110","92","57"
"22055001905","55","1","1422","57750","72","52","0","119","48","11","105","87","75","169","255","164","151","23","81","10"
"22055002001","55","2","1187","37386","87","73","129","90","24","138","93","75","7","109","110","74","95","36","32","15"
"22055002002","55","1","1535","52416","23","55","130","21","171","111","67","73","45","85","259","336","59","66","21","13"
"22055002101","55","1","1213","46696","10","146","107","35","106","65","85","43","35","77","160","196","89","38","13","8"
"22055002102","55","1","1315","67748","67","56","37","26","42","133","25","14","83","116","217","192","185","65","57","0"
"22055002103","55","1","1083","35221","118","80","120","83","91","48","40","56","42","101","120","86","36","55","7","0"
"22055002104","55","1","1638","66081","153","14","61","78","12","51","8","81","122","78","229","285","182","31","80","173"
"22055002200","55","2","608","59848","34","65","15","8","0","40","11","70","0","63","78","91","34","0","40","59"
"22055980000","55","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22057020100","57","0","819","47163","8","22","63","54","71","80","40","49","26","27","220","88","33","21","0","17"
"22057020202","57","0","833","102375","24","24","38","32","8","10","11","19","21","31","41","148","201","104","64","57"
"22057020400","57","0","481","31612","52","0","6","72","86","47","20","0","8","36","75","7","65","7","0","0"
"22057020500","57","0","1081","52798","44","93","53","43","53","65","12","72","86","75","93","115","130","76","47","24"
"22057020600","57","0","573","69844","19","27","16","13","16","9","8","55","37","57","108","140","37","24","7","0"
"22057020702","57","0","913","35685","195","23","90","32","44","64","74","73","0","21","42","92","103","24","36","0"
"22057020703","57","0","1270","77770","59","40","43","34","89","48","28","27","16","97","116","197","169","90","35","182"
"22057020704","57","0","1703","55740","35","124","50","180","83","129","74","57","24","130","211","273","148","76","59","50"
"22057020800","57","0","1313","50954","12","17","100","141","87","105","34","86","60","77","146","164","198","68","9","9"
"22057020900","57","0","615","34922","27","95","41","51","70","24","26","9","44","80","34","45","31","28","0","10"
"22057021000","57","0","691","56458","0","66","21","101","22","56","0","6","36","56","104","71","96","27","19","10"
"22057021100","57","0","1900","60594","88","17","143","206","56","83","144","67","49","73","296","230","201","135","112","0"
"22057021200","57","0","1150","46848","92","52","140","26","75","59","63","34","84","89","87","184","115","11","25","14"
"22057021300","57","0","857","39659","60","114","27","83","54","46","46","19","30","53","111","92","52","16","20","34"
"22057021400","57","0","1144","63056","38","18","35","44","43","27","42","43","76","111","175","271","91","85","22","23"
"22057021500","57","0","1207","37393","100","88","148","39","89","106","52","20","53","54","85","161","119","10","24","59"
"22057021601","57","0","1994","60833","89","67","43","117","65","48","109","91","112","245","135","441","190","89","76","77"
"22057021602","57","0","978","72167","44","0","14","17","66","12","43","114","8","59","118","244","118","58","15","48"
"22057021700","57","0","1026","45600","142","36","33","36","42","104","51","57","67","120","105","119","46","22","31","15"
"22057021800","57","0","1397","44063","176","59","32","86","58","69","147","82","0","83","191","181","140","45","48","0"
"22057021901","57","0","1467","67051","86","85","118","27","54","29","9","26","58","111","218","222","288","60","76","0"
"22057021902","57","0","1221","49170","105","35","41","126","50","55","31","56","150","86","150","131","25","72","60","48"
"22057022000","57","0","341","79013","15","0","16","37","35","0","0","0","0","0","42","104","9","38","25","20"
