"GEO2010","COUNTY","HFLG175","FAVINC1AD","MDFAMY1A","FAY0101A","FAY0151A","FAY0201A","FAY0251A","FAY0301A","FAY0351A","FAY0401A","FAY0451A","FAY0501A","FAY0601A","FAY0751A","FAY01001A","FAY01251A","FAY01501A","FAY02001A","FAY0M201A"
"22079010400","79","0","804","67365","1","33","29","55","25","10","54","26","31","89","115","120","60","72","63","21"
"22079010500","79","0","1643","33932","241","98","79","139","101","187","115","69","62","125","121","176","83","33","6","8"
"22079010600","79","0","1298","53032","82","44","89","31","23","22","149","37","113","187","92","200","79","106","10","34"
"22079010700","79","0","1239","64512","25","12","67","76","89","52","71","33","23","70","218","149","138","83","82","51"
"22079011000","79","0","552","26413","107","52","47","57","43","86","9","86","26","10","19","0","10","0","0","0"
"22079011300","79","0","678","49688","36","27","3","55","29","30","68","52","43","112","67","61","43","20","19","13"
"22079011500","79","0","1770","62905","85","61","54","93","59","92","98","52","123","156","199","293","182","105","100","18"
"22079011600","79","0","543","51917","6","17","48","28","26","17","36","48","34","60","56","65","35","8","34","25"
"22079011700","79","0","402","32222","27","27","32","51","48","26","28","14","25","37","36","33","4","9","3","2"
"22079012000","79","0","481","21583","57","113","61","34","0","21","38","0","0","69","38","20","30","0","0","0"
"22079012100","79","0","722","31371","36","112","85","71","40","53","26","28","6","9","141","39","29","6","25","16"
"22079012200","79","0","920","42685","27","115","31","122","40","78","45","27","10","47","98","92","20","40","43","85"
"22079012301","79","0","1474","78962","29","35","22","59","58","0","136","31","54","102","106","360","170","144","119","49"
"22079012302","79","0","971","84719","0","65","0","29","60","27","0","59","66","17","71","228","106","86","101","56"
"22079012400","79","0","1161","65669","0","59","41","11","16","19","147","67","58","65","246","78","96","13","75","170"
"22079012500","79","0","1706","59344","137","132","76","35","43","62","103","116","25","140","201","281","222","53","40","40"
"22079012600","79","0","531","65540","23","0","0","8","48","3","61","17","27","40","114","78","37","15","44","16"
"22079012700","79","0","652","24714","45","102","72","111","55","2","15","39","12","134","21","15","0","10","15","4"
"22079012800","79","0","301","25057","20","15","60","55","35","0","0","23","0","37","31","25","0","0","0","0"
"22079012900","79","0","592","18375","128","62","119","33","32","27","24","22","0","23","36","57","12","17","0","0"
"22079013000","79","0","641","31863","56","36","43","71","40","125","49","28","18","36","77","39","22","0","0","1"
"22079013100","79","0","671","25954","48","84","107","82","77","8","75","42","15","55","18","32","10","10","8","0"
"22079013200","79","0","2281","67639","104","80","172","118","56","28","83","93","123","133","339","364","191","223","134","40"
"22079013300","79","0","1307","62056","33","24","58","72","88","117","91","75","22","48","204","220","107","56","56","36"
"22079013400","79","0","925","81528","42","35","16","10","8","27","25","81","14","77","76","179","170","58","58","49"
"22079013500","79","0","1561","41886","26","37","132","150","106","141","147","69","119","110","223","118","69","79","24","11"
"22079013600","79","0","875","41906","38","35","107","78","65","39","29","61","122","41","62","101","50","11","29","7"
"22079013700","79","0","1034","45972","35","34","88","45","86","70","80","72","29","93","118","154","48","43","32","7"
"22079013800","79","0","855","59107","26","33","23","23","37","28","29","53","50","128","201","164","40","9","0","11"
"22079013900","79","0","609","22083","83","82","62","109","46","86","16","18","20","32","14","20","12","0","0","9"
"22079980000","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22081960100","81","0","1390","46964","155","37","59","87","37","151","97","39","47","61","120","320","86","24","16","54"
"22081960300","81","0","989","39236","154","70","61","60","41","85","29","71","34","114","69","134","30","0","14","23"
"22083970100","83","0","784","43611","61","94","95","39","42","21","25","20","98","73","37","64","26","21","0","68"
"22083970200","83","0","557","49228","13","45","22","50","5","18","34","30","72","104","54","19","77","14","0","0"
"22083970300","83","0","984","42161","10","47","47","64","60","76","105","112","42","107","81","202","13","2","0","16"
"22083970400","83","0","750","49588","10","0","56","56","11","66","17","27","148","73","78","62","12","24","66","44"
"22083970500","83","0","1161","29112","168","36","127","171","92","81","86","33","62","76","48","79","0","77","0","25"
"22083970600","83","0","1119","40163","115","69","50","110","132","41","41","52","106","29","107","145","62","49","11","0"
"22085000100","85","0","978","45819","69","83","88","50","35","66","50","29","58","59","87","114","104","32","13","41"
"22085000200","85","0","1066","41053","76","96","105","61","42","33","112","57","47","78","56","132","54","79","25","13"
"22085000300","85","0","559","43988","32","90","39","20","29","28","26","24","39","41","71","70","7","10","29","4"
"22085000400","85","0","1263","44103","58","74","91","62","144","27","82","110","69","51","159","136","114","24","10","52"
"22085000500","85","0","785","37548","132","87","69","19","69","7","35","16","48","85","69","59","42","14","27","7"
"22085000600","85","0","1030","59091","54","3","65","68","38","42","61","39","70","83","171","131","136","47","4","18"
"22085000700","85","0","859","47409","18","26","29","80","64","72","36","65","49","76","96","110","43","12","61","22"
"22087030103","87","0","1012","44000","47","21","47","133","99","122","22","25","41","174","122","105","12","31","0","11"
"22087030104","87","2","357","35365","57","0","0","54","38","26","24","0","0","29","13","63","8","0","45","0"
"22087030105","87","0","85","27083","0","35","0","0","16","8","8","9","0","0","0","0","0","9","0","0"
"22087030203","87","0","500","61087","47","10","18","0","8","49","9","25","25","49","84","78","36","54","0","8"
"22087030204","87","0","827","38652","67","0","94","83","94","36","74","40","98","83","65","8","69","16","0","0"
"22087030206","87","0","296","61524","0","0","0","0","0","24","17","0","41","16","108","34","29","0","0","27"
"22087030207","87","0","600","51136","0","33","42","66","10","70","15","39","0","97","45","32","100","13","28","10"
"22087030208","87","0","445","57344","0","0","23","0","30","9","25","25","39","73","44","99","44","8","26","0"
"22087030209","87","0","688","36143","15","14","125","57","77","40","64","8","25","60","90","33","61","19","0","0"
"22087030300","87","1","253","47425","0","0","45","22","11","0","0","0","68","36","20","16","25","10","0","0"
"22087030400","87","0","205","59375","38","8","0","8","0","0","7","15","0","32","38","59","0","0","0","0"
"22087030500","87","1","244","26786","0","7","0","110","7","14","0","20","45","0","0","41","0","0","0","0"
"22087030601","87","1","180","82639","17","0","0","50","0","0","0","0","0","21","0","55","37","0","0","0"
"22087030602","87","1","457","27639","10","152","22","0","70","9","25","9","44","14","71","12","0","19","0","0"
"22087030603","87","1","226","33750","57","0","0","21","29","12","58","0","0","0","0","16","0","33","0","0"
"22087030700","87","1","350","56250","0","11","20","26","31","7","25","15","32","8","43","96","20","6","0","10"
"22087030800","87","1","575","39158","12","15","19","67","102","28","60","49","16","30","54","48","8","48","19","0"
"22087990000","87","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22089060100","89","0","486","61333","0","0","18","0","19","22","28","14","14","120","67","58","58","38","30","0"
"22089062100","89","0","1657","52220","123","60","164","69","129","32","77","28","95","122","127","260","159","125","68","19"
"22089062200","89","0","825","48164","43","61","30","8","111","71","40","40","32","84","137","150","5","0","13","0"
"22089062301","89","0","1759","104543","16","10","51","65","4","47","0","21","112","122","134","212","312","207","196","250"
"22089062302","89","0","1420","79035","24","34","96","16","11","65","48","42","74","136","129","344","164","110","67","60"
"22089062400","89","0","378","43929","22","0","52","0","73","26","8","14","23","6","71","73","0","0","10","0"
"22089062500","89","0","879","71750","79","16","69","0","16","60","0","11","47","71","83","170","111","101","45","0"
"22089062700","89","0","1153","60197","76","73","0","108","23","9","73","123","7","80","227","130","110","49","29","36"
"22089062800","89","0","1281","40795","146","52","165","62","117","74","21","126","36","121","70","86","93","100","12","0"
"22089062900","89","0","720","63072","79","13","8","0","63","49","34","27","0","55","113","121","106","36","0","16"
"22089063000","89","0","434","72667","0","0","8","32","0","19","7","32","18","62","95","116","0","23","0","22"
"22089063100","89","0","2139","93322","100","11","47","47","81","27","86","37","55","84","192","416","336","231","280","109"
"22089063200","89","0","1587","69792","95","37","172","67","11","41","60","116","46","48","134","339","240","126","41","14"
"22091951100","91","0","895","46845","69","9","181","26","125","6","0","16","21","66","117","114","58","33","18","36"
"22091951200","91","0","1887","33038","130","171","152","164","203","180","85","104","64","152","140","194","67","47","28","6"
"22093040100","93","0","1029","66150","72","39","40","23","33","124","62","16","43","38","154","199","47","54","75","10"
"22093040200","93","0","900","73571","132","37","15","9","15","0","54","53","34","79","30","123","158","69","66","26"
"22093040300","93","0","949","71813","42","11","21","51","10","52","55","69","26","71","72","181","79","90","34","85"
"22093040400","93","0","522","53500","12","77","20","66","6","6","0","55","2","76","96","40","45","14","6","1"
"22093040500","93","0","686","42692","28","23","117","69","41","15","41","21","66","159","45","31","4","26","0","0"
"22093040600","93","0","684","58077","22","8","101","19","24","53","0","46","18","61","65","83","91","69","18","6"
"22093040700","93","0","1151","80038","11","10","32","42","40","7","69","62","42","108","117","231","133","102","123","22"
"22095070100","95","0","741","83060","10","0","0","12","64","20","36","51","33","19","50","178","64","74","117","13"
"22095070200","95","0","2106","63889","114","28","76","107","20","137","153","27","190","123","314","472","211","33","101","0"
"22095070300","95","0","1691","66250","67","0","49","77","35","78","136","69","82","161","198","252","199","62","120","106"
"22095070400","95","0","1341","80778","27","75","6","62","67","11","64","20","77","71","101","313","151","81","160","55"
"22095070500","95","0","1462","60441","59","79","57","94","76","104","82","38","70","66","204","190","245","38","47","13"
"22095070600","95","0","713","55824","74","0","35","92","59","5","10","33","16","62","51","107","142","27","0","0"
"22095070700","95","0","935","54020","51","25","10","17","82","21","69","77","66","108","123","139","70","16","61","0"
"22095070800","95","0","603","29647","116","60","41","21","69","20","7","25","44","38","47","36","73","6","0","0"
"22095070900","95","0","607","33819","114","79","28","40","27","24","39","22","24","52","20","41","31","14","52","0"
"22095071000","95","0","707","41964","54","37","71","50","6","59","38","57","10","68","47","128","28","29","0","25"
"22095071100","95","0","853","38510","74","34","73","44","143","48","26","49","122","45","63","53","56","0","23","0"
"22097960100","97","0","570","39138","46","64","31","46","35","17","56","25","9","70","81","18","31","14","27","0"
"22097960200","97","0","887","48125","51","43","29","62","62","19","67","55","69","69","146","53","55","47","34","26"
"22097960300","97","0","953","32091","108","102","97","54","72","59","47","105","13","104","51","40","64","0","0","37"
"22097960400","97","0","500","59167","24","31","39","10","32","7","11","46","27","30","83","113","8","5","10","24"
"22097960500","97","0","1243","45172","66","111","125","101","70","23","82","40","87","82","146","156","118","26","0","10"
"22097960600","97","0","1831","42275","112","135","118","111","135","166","83","141","17","203","97","339","84","19","46","25"
"22097960700","97","0","1387","33924","144","236","65","122","70","75","86","30","31","129","86","77","189","0","38","9"
"22097960800","97","0","986","51603","42","40","64","34","44","58","40","80","66","61","111","147","126","0","28","45"
"22097960900","97","0","911","37009","43","72","90","117","47","64","71","41","0","93","28","50","56","16","83","40"
"22097961000","97","0","481","27321","39","123","44","28","18","42","31","16","0","9","11","30","50","0","19","21"
"22097961100","97","0","814","45000","107","74","60","21","49","20","28","48","39","71","95","101","17","50","34","0"
"22097961200","97","0","1321","46197","174","79","71","120","17","34","76","67","47","103","112","128","92","114","51","36"
"22097961300","97","0","1028","20789","195","229","66","94","94","70","9","21","26","96","66","57","0","0","0","5"
"22097961400","97","0","1064","25245","235","71","140","77","100","64","90","39","63","74","32","34","0","35","10","0"
"22097961500","97","0","1377","42072","199","104","37","85","51","105","47","80","76","182","114","130","89","30","11","37"
"22097961600","97","0","883","16715","199","154","137","19","37","42","23","0","4","111","83","44","18","7","5","0"
"22097961700","97","0","1836","54556","180","76","89","46","107","64","102","107","99","117","169","306","147","147","58","22"
"22097961800","97","0","2004","55171","98","152","93","84","36","81","144","146","108","157","242","327","128","132","34","42"
"22097961900","97","0","826","62857","63","31","89","81","34","26","11","10","18","48","104","132","80","35","15","49"
"22099020100","99","0","1468","63605","80","0","114","86","94","58","58","65","86","34","237","238","106","111","65","36"
"22099020200","99","0","1894","54393","122","84","48","166","77","87","152","38","73","172","288","212","210","28","124","13"
"22099020301","99","0","1020","74944","24","10","52","20","80","19","26","29","0","44","208","270","64","52","54","68"
"22099020302","99","0","1939","47643","121","120","135","152","82","98","57","164","164","130","190","249","133","81","48","15"
"22099020400","99","0","1497","55201","63","44","86","114","56","64","96","63","140","131","171","253","112","61","16","27"
"22099020501","99","0","1353","39554","111","83","81","217","32","56","99","40","49","75","229","134","119","12","0","16"
"22099020502","99","0","976","36625","88","122","120","16","79","24","77","0","36","87","82","48","72","92","33","0"
"22099020600","99","0","1573","56518","177","56","120","71","87","95","54","19","58","136","119","298","174","39","46","24"
"22099020800","99","0","849","39205","15","0","155","33","32","96","104","23","31","54","66","122","78","35","5","0"
"22099020900","99","0","452","40556","0","62","40","42","59","15","6","9","56","25","14","58","42","16","8","0"
"22099021000","99","0","483","69107","0","0","18","25","8","56","53","30","0","20","44","55","120","34","20","0"
"22101040100","101","0","630","36000","87","18","39","59","94","14","48","19","0","70","124","38","0","20","0","0"
"22101040200","101","0","1251","61366","44","91","103","51","81","85","46","9","0","92","196","255","73","27","63","35"
"22101040300","101","0","802","35508","48","75","110","22","62","71","68","18","32","79","69","81","29","10","0","28"
"22101040400","101","0","1073","41955","104","77","45","86","77","31","86","62","53","70","123","134","41","48","26","10"
"22101040500","101","0","1311","63897","136","60","85","52","79","12","12","11","89","110","109","198","129","82","110","37"
"22101040600","101","0","1321","50586","108","59","30","47","34","18","173","106","78","135","151","161","94","97","30","0"
"22101040700","101","0","1007","45446","194","56","60","39","0","73","18","61","14","93","83","230","0","43","27","16"
"22101040800","101","0","1066","49375","28","58","69","93","55","119","38","46","30","132","100","85","118","9","76","10"
"22101040900","101","0","996","48284","67","47","46","60","67","56","19","113","58","78","117","116","116","36","0","0"
"22101041000","101","0","1116","39274","25","90","57","172","106","63","54","51","28","96","130","111","60","44","19","10"
"22101041100","101","0","486","34401","11","44","30","58","15","102","52","13","36","49","46","0","22","7","1","0"
"22101041200","101","0","540","46563","41","29","30","60","47","26","15","17","13","80","71","53","35","6","0","17"
"22101041300","101","0","627","49971","35","46","18","31","23","36","32","21","72","72","44","122","60","15","0","0"
"22101041400","101","0","977","45313","80","79","43","40","39","48","60","94","56","84","144","85","61","15","36","13"
"22101041500","101","0","491","63464","24","16","16","22","34","10","0","19","33","31","187","61","9","9","15","5"
"22101041600","101","0","579","21966","182","25","18","82","58","87","0","0","0","45","0","34","10","17","21","0"
"22101990000","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22103040102","103","1","2480","55000","192","152","166","39","119","127","75","157","91","256","317","408","135","105","98","43"
"22103040103","103","0","1206","56417","19","36","97","97","25","76","10","58","98","100","176","236","35","83","41","19"
"22103040104","103","0","1605","76123","47","26","39","25","29","65","41","96","70","103","226","247","218","157","117","99"
"22103040201","103","1","2148","62912","103","117","60","48","177","79","42","116","115","155","248","425","240","47","126","50"
"22103040202","103","1","1667","59574","2","74","43","36","118","101","47","159","111","150","62","230","200","182","81","71"
"22103040303","103","1","2142","82857","46","30","26","30","40","76","28","176","70","123","258","305","204","183","249","298"
"22103040304","103","0","2167","102354","37","16","57","31","39","75","35","45","81","147","220","244","340","153","363","284"
"22103040305","103","0","2735","86452","51","37","15","94","114","114","43","61","61","172","247","633","524","222","237","110"
"22103040400","103","2","1797","85216","26","10","129","49","37","79","32","41","38","100","235","284","179","177","138","243"
"22103040501","103","4","623","45022","82","10","25","59","89","24","0","22","65","10","20","94","62","16","13","32"
"22103040502","103","0","907","65699","23","10","13","58","73","40","61","15","42","91","129","132","40","91","31","58"
"22103040601","103","1","521","102228","20","0","0","22","21","0","8","0","16","25","54","74","109","0","116","56"
"22103040602","103","1","722","81313","0","19","0","8","32","21","9","60","65","34","79","87","116","90","42","60"
"22103040604","103","0","1823","60802","61","110","13","147","121","58","136","23","85","136","285","259","219","105","46","19"
"22103040605","103","3","1726","81761","65","106","16","95","73","16","38","35","79","127","144","235","255","126","120","196"
"22103040701","103","1","2345","83511","66","38","38","28","76","57","53","119","91","100","291","568","371","254","122","73"
"22103040704","103","0","1541","51721","56","99","48","143","74","56","77","56","114","175","207","230","84","100","18","4"
"22103040705","103","1","1518","70000","55","52","20","34","31","30","68","65","78","198","235","249","220","48","81","54"
"22103040706","103","2","1543","87656","45","29","41","65","7","38","50","56","109","122","141","175","261","226","74","104"
"22103040708","103","1","1769","103155","9","16","32","46","15","11","30","30","67","105","180","298","301","160","260","209"
"22103040709","103","0","1097","94669","0","15","0","15","34","28","59","81","14","15","151","239","231","87","62","66"
"22103040710","103","1","1462","71125","48","10","45","0","34","61","40","43","69","109","296","181","285","122","72","47"
"22103040801","103","0","1271","37483","190","80","108","19","22","143","109","13","65","114","141","126","71","43","17","10"
"22103040802","103","0","1631","102746","17","7","11","44","13","35","106","7","47","95","100","302","294","238","203","112"
"22103040803","103","0","2122","55994","53","72","116","56","107","51","96","92","246","257","227","302","267","49","65","66"
"22103040900","103","0","614","36964","85","23","39","70","46","22","37","15","69","77","85","37","9","0","0","0"
"22103041002","103","0","780","72770","24","11","32","31","0","41","30","19","12","111","112","135","87","55","39","41"
"22103041003","103","1","1491","61829","46","72","13","48","38","131","91","65","77","125","214","257","97","112","63","42"
"22103041004","103","1","1362","65648","32","0","0","96","71","57","112","42","98","101","161","286","158","41","79","28"
"22103041101","103","1","1114","49934","59","39","31","11","69","89","89","85","87","119","98","137","127","29","30","15"
"22103041102","103","1","1875","59954","23","83","62","152","55","125","93","61","138","146","247","239","130","158","55","108"
"22103041103","103","2","874","37399","43","44","73","69","113","24","74","23","51","94","107","82","31","0","46","0"
"22103041104","103","3","790","58833","43","19","28","11","40","22","47","72","40","80","77","146","57","10","63","35"
"22103041202","103","1","834","50088","16","46","54","67","46","41","52","74","19","129","46","92","51","49","17","35"
"22103041204","103","1","2077","55773","79","87","48","111","149","125","61","188","117","157","229","287","170","172","64","33"
"22103041207","103","0","1085","82893","27","25","13","0","26","37","80","66","46","86","38","223","145","109","80","84"
"22103041208","103","1","1282","143194","0","0","19","13","0","19","17","13","12","11","43","126","172","238","199","400"
"22103041209","103","0","1398","87828","13","0","0","17","114","37","11","92","42","49","223","273","227","165","112","23"
"22103041210","103","0","673","64401","11","34","0","62","41","0","54","25","13","60","77","56","95","68","34","43"
"22103041211","103","0","1891","78347","0","9","26","81","141","45","100","62","51","155","222","383","298","100","79","139"
"22103041212","103","1","967","94438","0","0","29","15","0","24","21","0","9","26","140","263","112","178","86","64"
"22103041300","103","2","1723","81125","22","39","50","18","46","75","126","44","8","130","170","285","344","114","97","155"
"22103990000","103","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22105953200","105","0","854","33304","113","54","136","82","24","56","18","22","23","53","64","57","74","19","59","0"
"22105953300","105","0","958","32665","128","129","80","95","21","111","45","46","24","37","133","47","0","36","7","19"
"22105953400","105","0","1428","36346","213","65","139","47","131","84","121","43","41","92","167","76","142","31","31","5"
"22105953500","105","0","1893","50189","64","89","118","122","203","93","104","15","132","165","256","288","131","85","14","14"
"22105953600","105","0","1203","27173","198","125","97","85","114","106","51","28","53","187","40","83","24","12","0","0"
"22105953700","105","0","2497","54157","112","16","58","109","101","173","79","228","205","320","186","284","406","120","100","0"
"22105953800","105","0","1264","39044","149","94","94","80","124","57","47","63","55","155","125","141","27","19","26","8"
"22105953900","105","0","2114","50068","192","120","96","125","124","153","116","74","55","159","303","290","183","34","50","40"
"22105954001","105","0","629","54969","0","8","47","43","11","0","42","71","53","52","143","41","78","40","0","0"
"22105954002","105","0","1821","68988","51","94","60","163","14","32","15","86","151","135","130","193","256","69","157","215"
"22105954101","105","0","1347","47039","115","54","128","141","46","40","26","24","168","97","142","52","178","64","72","0"
"22105954102","105","0","2848","73629","61","95","92","171","78","115","94","41","61","248","385","632","343","158","127","147"
"22105954200","105","0","622","49500","43","42","56","39","12","0","95","16","10","20","49","75","52","61","13","39"
"22105954300","105","0","953","26128","124","163","55","116","48","82","64","34","52","0","74","97","0","23","21","0"
"22105954400","105","0","898","31481","108","40","164","67","54","27","111","16","37","107","53","77","19","6","0","12"
"22105954501","105","0","1087","48173","46","111","38","61","0","165","40","29","63","112","150","123","58","11","33","47"
"22105954502","105","0","1707","59045","252","61","0","54","44","112","40","102","7","222","128","341","173","51","99","21"
"22105954600","105","0","2460","51250","242","73","185","45","148","253","88","117","70","244","345","271","214","93","60","12"
"22105954700","105","0","1306","69189","48","59","13","47","67","73","96","50","34","120","112","260","120","140","44","23"
"22105954800","105","0","1523","55759","193","73","81","53","63","57","48","62","45","202","219","220","162","18","27","0"
"22107000100","107","0","568","34889","75","45","59","27","29","51","32","30","6","52","23","71","35","33","0","0"
"22107000200","107","0","451","26354","45","18","94","62","12","17","26","0","26","61","26","13","33","18","0","0"
"22107000300","107","0","541","35129","76","46","20","28","37","62","34","27","5","22","95","29","3","30","13","14"
"22109000101","109","0","1462","65363","26","75","54","0","19","80","95","54","136","183","232","295","39","94","59","21"
"22109000102","109","0","981","37632","103","59","142","93","79","10","85","37","6","66","69","124","68","20","20","0"
"22109000201","109","0","856","51932","35","44","86","31","35","83","44","7","12","127","79","157","47","44","9","16"
"22109000202","109","0","1806","61250","14","89","82","70","57","68","159","103","111","128","211","451","77","82","56","48"
"22109000300","109","0","1034","40313","22","48","179","54","90","49","74","20","96","67","153","109","32","10","31","0"
"22109000401","109","0","1131","62879","0","0","121","5","47","97","42","40","80","63","185","169","71","117","24","70"
"22109000402","109","0","1102","63056","40","26","0","65","76","33","49","58","83","31","154","255","65","68","29","70"
"22109000500","109","0","1435","42630","48","140","93","79","203","96","56","48","0","82","223","168","114","49","17","19"
"22109000600","109","0","1836","48045","163","114","183","66","156","71","61","68","122","227","243","130","94","61","34","43"
"22109000700","109","0","1393","31042","335","54","146","81","58","71","55","66","49","91","113","93","93","22","58","8"
"22109000800","109","0","1620","51446","62","130","24","142","100","105","56","47","96","159","197","272","149","54","27","0"
"22109000900","109","0","1077","52050","59","55","73","67","104","45","40","30","45","148","147","125","43","26","36","34"
"22109001000","109","0","1478","72028","43","47","79","59","69","10","70","25","80","150","263","216","135","86","111","35"
"22109001100","109","0","986","47500","103","47","73","23","31","82","72","41","67","27","104","67","135","47","58","9"
"22109001201","109","0","749","64564","0","10","32","17","89","29","34","0","13","100","108","143","39","66","5","64"
"22109001202","109","0","1051","38304","104","69","41","127","128","35","50","64","19","108","95","101","54","39","9","8"
"22109001300","109","0","1658","34612","252","119","163","76","140","88","76","38","123","118","127","192","54","39","12","41"
"22109001400","109","0","893","41680","14","16","139","43","107","61","45","48","35","53","90","78","62","43","38","21"
"22109001500","109","0","1959","87042","21","37","25","85","41","11","64","108","60","142","192","462","305","154","209","43"
"22109001600","109","0","669","59347","66","70","11","21","29","0","57","0","33","59","120","60","94","23","26","0"
"22109001700","109","0","2523","112943","3","0","15","8","62","34","20","87","65","127","274","418","293","375","339","403"
"22109990000","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22111960100","111","0","1203","60692","47","15","60","80","80","59","18","77","87","63","220","131","159","39","42","26"
"22111960200","111","0","1000","34236","96","78","99","86","95","57","55","63","89","87","40","88","36","10","16","5"
"22111960300","111","0","621","48092","90","29","38","44","10","48","16","0","50","37","114","48","60","14","13","10"
"22111960400","111","0","892","37905","161","42","54","92","38","53","37","51","21","80","53","122","67","15","0","6"
"22111960500","111","0","1485","49871","110","114","25","81","89","36","94","70","129","104","105","207","206","61","26","28"
"22111960600","111","0","925","58477","23","9","12","54","36","68","31","56","80","113","137","136","23","35","76","36"
"22113950100","113","0","2600","66512","45","68","67","39","85","122","42","131","99","402","348","506","343","70","141","92"
"22113950200","113","0","1510","57500","63","76","120","65","61","62","26","104","68","133","169","235","102","74","114","38"
"22113950400","113","0","1589","39065","125","168","56","86","65","128","214","128","77","107","158","138","72","32","0","35"
"22113950500","113","0","1544","61250","66","47","22","32","58","107","116","99","44","175","133","241","107","117","113","67"
"22113950600","113","0","1066","61935","90","9","116","50","70","51","26","32","39","26","147","126","193","43","48","0"
"22113950700","113","0","1169","41118","35","110","110","76","70","113","62","37","10","112","106","153","55","30","21","69"
"22113950800","113","0","1388","26475","170","143","177","132","140","70","53","164","27","79","118","59","30","26","0","0"
"22113950901","113","0","738","59167","9","10","26","17","42","88","39","34","26","91","123","114","47","27","45","0"
"22113950902","113","0","1733","52620","143","45","120","13","63","70","176","127","107","77","155","195","301","44","57","40"
"22113951001","113","0","1123","57865","61","50","81","45","92","25","50","62","51","65","177","183","88","60","0","33"
"22113951002","113","0","931","56531","103","29","67","8","63","58","11","41","27","95","153","105","74","37","31","29"
"22113951100","113","0","475","45089","16","10","18","7","52","0","71","63","38","93","22","70","0","15","0","0"
"22113990000","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22115950100","115","0","1586","58900","66","46","46","49","73","82","107","86","83","166","201","284","143","44","66","44"
"22115950200","115","0","1507","53480","61","60","52","41","130","67","69","94","88","177","232","244","108","33","49","2"
"22115950300","115","0","1226","59609","30","39","49","50","45","48","54","75","81","147","163","213","60","68","77","27"
"22115950400","115","0","1012","41892","87","83","46","81","56","89","36","60","88","93","101","114","44","7","17","10"
"22115950500","115","0","1441","49261","126","64","63","92","55","66","126","79","56","119","246","157","67","53","51","21"
"22115950600","115","0","886","55750","41","53","17","17","83","58","20","36","31","146","108","137","57","35","19","28"
"22115950701","115","0","5","130417","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"22115950702","115","0","897","38162","16","0","91","51","103","84","116","248","28","101","35","24","0","0","0","0"
"22115950703","115","0","906","36851","54","44","0","41","115","122","104","87","30","149","65","31","9","55","0","0"
"22115950704","115","0","921","45350","59","54","30","55","13","81","63","102","25","30","171","126","21","74","17","0"
"22115950800","115","0","1272","44837","67","43","71","90","65","101","106","96","74","177","122","157","48","9","42","4"
"22115950900","115","0","1581","46120","74","66","160","62","124","104","98","81","61","124","147","265","164","28","9","14"
"22117950101","117","0","827","31036","100","39","30","167","63","38","69","24","37","104","95","24","16","21","0","0"
"22117950102","117","0","1133","35428","200","146","78","8","98","30","44","22","103","59","102","69","72","37","29","36"
"22117950200","117","0","1624","40517","194","43","61","109","138","175","86","67","97","97","169","164","76","83","10","55"
"22117950300","117","0","1035","26854","46","108","181","138","73","49","54","35","0","117","78","80","44","7","0","25"
"22117950400","117","0","1132","40625","151","78","86","17","66","83","75","50","44","92","87","206","48","0","49","0"
"22117950500","117","0","1220","43045","158","25","84","39","74","33","157","126","41","179","84","130","13","30","20","27"
"22117950600","117","0","1361","45479","48","81","67","127","55","136","56","99","70","217","186","86","76","0","0","57"
"22117950700","117","0","1329","40016","138","55","116","120","40","133","62","94","0","133","93","126","66","144","0","9"
"22117950800","117","0","1149","24093","157","225","35","176","50","65","60","39","42","0","74","68","148","10","0","0"
"22117950900","117","0","264","26389","32","14","41","15","54","26","17","41","0","0","0","0","24","0","0","0"
"22117951000","117","0","868","33750","99","91","67","101","70","12","30","19","44","109","52","85","32","24","33","0"
"22119031100","119","0","564","65030","16","0","23","13","68","12","16","19","43","19","167","74","32","31","12","19"
"22119031200","119","0","645","42621","54","42","57","44","6","36","29","84","24","65","110","46","6","19","17","6"
"22119031300","119","0","1387","39688","170","131","122","73","157","18","24","61","16","54","239","114","91","59","30","28"
"22119031400","119","0","875","45321","38","23","37","56","81","45","66","87","87","62","85","98","60","36","0","14"
"22119031500","119","0","1788","47542","210","53","73","122","30","137","132","105","91","164","321","220","50","60","20","0"
"22119031600","119","0","900","68250","34","36","26","28","32","40","13","9","29","119","142","183","103","66","32","8"
"22119031700","119","0","881","24940","126","145","58","113","50","47","19","84","11","33","107","76","12","0","0","0"
"22119031800","119","0","727","37574","56","52","47","67","47","50","94","52","46","56","31","74","38","7","10","0"
"22119031900","119","0","815","26835","76","107","86","104","57","128","0","37","12","70","96","11","10","10","11","0"
"22119032000","119","0","906","52174","107","14","23","32","54","51","43","44","45","79","57","104","184","7","25","37"
"22119032100","119","0","1985","48207","111","85","105","127","129","137","109","110","129","182","273","216","178","19","44","31"
