"","LE_x","GEOID","city","ACS.majBlack","LE","city.fac"
"1035",76.3,6037240300,"Los Angeles",FALSE,76.3,"Los Angeles"
"1036",74.2,6037240401,"Los Angeles",FALSE,74.2,"Los Angeles"
"1037",79.4,6037240402,"Los Angeles",FALSE,79.4,"Los Angeles"
"1038",73.7,6037240500,"Los Angeles",FALSE,73.7,"Los Angeles"
"1039",74.6,6037240600,"Los Angeles",FALSE,74.6,"Los Angeles"
"1040",77.5,6037240700,"Los Angeles",FALSE,77.5,"Los Angeles"
"1041",76.7,6037240800,"Los Angeles",FALSE,76.7,"Los Angeles"
"1042",77.3,6037240900,"Los Angeles",FALSE,77.3,"Los Angeles"
"1043",75.1,6037241001,"Los Angeles",FALSE,75.1,"Los Angeles"
"1044",68.8,6037241002,"Los Angeles",FALSE,68.8,"Los Angeles"
"1045",75.3,6037241120,"Los Angeles",FALSE,75.3,"Los Angeles"
"1046",78.3,6037241201,"Los Angeles",FALSE,78.3,"Los Angeles"
"1047",77.1,6037241202,"Los Angeles",FALSE,77.1,"Los Angeles"
"1048",76.1,6037241300,"Los Angeles",FALSE,76.1,"Los Angeles"
"1049",74.2,6037241400,"Los Angeles",FALSE,74.2,"Los Angeles"
"1050",75.3,6037242000,"Los Angeles",FALSE,75.3,"Los Angeles"
"1051",75.3,6037242100,"Los Angeles",FALSE,75.3,"Los Angeles"
"1052",74.1,6037242200,"Los Angeles",FALSE,74.1,"Los Angeles"
"1053",77.9,6037242300,"Los Angeles",FALSE,77.9,"Los Angeles"
"1054",75.3,6037242600,"Los Angeles",FALSE,75.3,"Los Angeles"
"1055",76,6037242700,"Los Angeles",FALSE,76,"Los Angeles"
"1056",77.7,6037243000,"Los Angeles",FALSE,77.7,"Los Angeles"
"1057",77.2,6037243100,"Los Angeles",FALSE,77.2,"Los Angeles"
"1058",87.5,6037261101,"Los Angeles",FALSE,87.5,"Los Angeles"
"1059",90.2,6037261102,"Los Angeles",FALSE,90.2,"Los Angeles"
"1060",86.4,6037261200,"Los Angeles",FALSE,86.4,"Los Angeles"
"1061",85.8,6037262100,"Los Angeles",FALSE,85.8,"Los Angeles"
"1062",86.6,6037262200,"Los Angeles",FALSE,86.6,"Los Angeles"
"1063",86.5,6037262301,"Los Angeles",FALSE,86.5,"Los Angeles"
"1064",84.2,6037262303,"Los Angeles",FALSE,84.2,"Los Angeles"
"1065",86.4,6037262400,"Los Angeles",FALSE,86.4,"Los Angeles"
"1066",86.2,6037262501,"Los Angeles",FALSE,86.2,"Los Angeles"
"1067",83,6037262601,"Los Angeles",FALSE,83,"Los Angeles"
"1068",86.8,6037262604,"Los Angeles",FALSE,86.8,"Los Angeles"
"1069",81.9,6037262704,"Los Angeles",FALSE,81.9,"Los Angeles"
"1070",85.3,6037262706,"Los Angeles",FALSE,85.3,"Los Angeles"
"1071",81.8,6037262802,"Los Angeles",FALSE,81.8,"Los Angeles"
"1072",85.2,6037264000,"Los Angeles",FALSE,85.2,"Los Angeles"
"1073",86.4,6037264102,"Los Angeles",FALSE,86.4,"Los Angeles"
"1074",85.1,6037264103,"Los Angeles",FALSE,85.1,"Los Angeles"
"1075",81.5,6037264301,"Los Angeles",FALSE,81.5,"Los Angeles"
"1076",87.1,6037264302,"Los Angeles",FALSE,87.1,"Los Angeles"
"1077",80.8,6037265100,"Los Angeles",FALSE,80.8,"Los Angeles"
"1078",83.2,6037265410,"Los Angeles",FALSE,83.2,"Los Angeles"
"1079",88,6037265420,"Los Angeles",FALSE,88,"Los Angeles"
"1080",86.7,6037265520,"Los Angeles",FALSE,86.7,"Los Angeles"
"1081",89.8,6037265601,"Los Angeles",FALSE,89.8,"Los Angeles"
"1082",86.9,6037265602,"Los Angeles",FALSE,86.9,"Los Angeles"
"1083",85,6037265700,"Los Angeles",FALSE,85,"Los Angeles"
"1084",87.6,6037267100,"Los Angeles",FALSE,87.6,"Los Angeles"
"1085",79.9,6037267300,"Los Angeles",FALSE,79.9,"Los Angeles"
"1086",79.7,6037267402,"Los Angeles",FALSE,79.7,"Los Angeles"
"1087",86.4,6037267403,"Los Angeles",FALSE,86.4,"Los Angeles"
"1088",87.5,6037267404,"Los Angeles",FALSE,87.5,"Los Angeles"
"1089",84.5,6037267501,"Los Angeles",FALSE,84.5,"Los Angeles"
"1090",77.2,6037267502,"Los Angeles",FALSE,77.2,"Los Angeles"
"1091",83,6037267600,"Los Angeles",FALSE,83,"Los Angeles"
"1092",84.4,6037267700,"Los Angeles",FALSE,84.4,"Los Angeles"
"1093",82.2,6037267800,"Los Angeles",FALSE,82.2,"Los Angeles"
"1094",83.3,6037267901,"Los Angeles",FALSE,83.3,"Los Angeles"
"1095",89.6,6037267902,"Los Angeles",FALSE,89.6,"Los Angeles"
"1096",83.8,6037269000,"Los Angeles",FALSE,83.8,"Los Angeles"
"1097",85.9,6037269100,"Los Angeles",FALSE,85.9,"Los Angeles"
"1098",87.1,6037269300,"Los Angeles",FALSE,87.1,"Los Angeles"
"1099",86.3,6037269500,"Los Angeles",FALSE,86.3,"Los Angeles"
"1100",76.5,6037269601,"Los Angeles",FALSE,76.5,"Los Angeles"
"1101",79.4,6037269602,"Los Angeles",FALSE,79.4,"Los Angeles"
"1102",79.6,6037269700,"Los Angeles",FALSE,79.6,"Los Angeles"
"1103",81.6,6037269800,"Los Angeles",FALSE,81.6,"Los Angeles"
"1104",80.9,6037269903,"Los Angeles",FALSE,80.9,"Los Angeles"
"1105",76.8,6037269904,"Los Angeles",FALSE,76.8,"Los Angeles"
"1106",78.4,6037269905,"Los Angeles",FALSE,78.4,"Los Angeles"
"1107",81.4,6037269906,"Los Angeles",FALSE,81.4,"Los Angeles"
"1108",81.3,6037270100,"Los Angeles",FALSE,81.3,"Los Angeles"
"1109",83.2,6037270200,"Los Angeles",FALSE,83.2,"Los Angeles"
"1110",79.6,6037270300,"Los Angeles",FALSE,79.6,"Los Angeles"
"1111",81.1,6037271100,"Los Angeles",FALSE,81.1,"Los Angeles"
"1112",79.2,6037271200,"Los Angeles",FALSE,79.2,"Los Angeles"
"1113",82.4,6037271300,"Los Angeles",FALSE,82.4,"Los Angeles"
"1114",84.2,6037271400,"Los Angeles",FALSE,84.2,"Los Angeles"
"1115",85.2,6037271500,"Los Angeles",FALSE,85.2,"Los Angeles"
"1116",84.7,6037271600,"Los Angeles",FALSE,84.7,"Los Angeles"
"1117",85,6037271701,"Los Angeles",FALSE,85,"Los Angeles"
"1118",80.2,6037271702,"Los Angeles",FALSE,80.2,"Los Angeles"
"1119",81.4,6037271801,"Los Angeles",FALSE,81.4,"Los Angeles"
"1120",80.9,6037271802,"Los Angeles",FALSE,80.9,"Los Angeles"
"1121",82.4,6037271901,"Los Angeles",FALSE,82.4,"Los Angeles"
"1122",86.2,6037271902,"Los Angeles",FALSE,86.2,"Los Angeles"
"1123",83.7,6037272100,"Los Angeles",FALSE,83.7,"Los Angeles"
"1124",81.4,6037272201,"Los Angeles",FALSE,81.4,"Los Angeles"
"1125",79.2,6037272202,"Los Angeles",FALSE,79.2,"Los Angeles"
"1126",82.4,6037272301,"Los Angeles",FALSE,82.4,"Los Angeles"
"1127",80.9,6037272302,"Los Angeles",FALSE,80.9,"Los Angeles"
"1128",82.4,6037273100,"Los Angeles",FALSE,82.4,"Los Angeles"
"1129",79.9,6037273200,"Los Angeles",FALSE,79.9,"Los Angeles"
"1130",81.3,6037273300,"Los Angeles",FALSE,81.3,"Los Angeles"
"1131",81.5,6037273402,"Los Angeles",FALSE,81.5,"Los Angeles"
"1132",80.6,6037273502,"Los Angeles",FALSE,80.6,"Los Angeles"
"1133",81.5,6037273600,"Los Angeles",FALSE,81.5,"Los Angeles"
"1134",81.8,6037273700,"Los Angeles",FALSE,81.8,"Los Angeles"
"1135",81.7,6037273800,"Los Angeles",FALSE,81.7,"Los Angeles"
"1136",83.5,6037273902,"Los Angeles",FALSE,83.5,"Los Angeles"
"1137",82.8,6037274100,"Los Angeles",FALSE,82.8,"Los Angeles"
"1138",81.2,6037274202,"Los Angeles",FALSE,81.2,"Los Angeles"
"1139",84.7,6037275101,"Los Angeles",FALSE,84.7,"Los Angeles"
"1140",81.3,6037275102,"Los Angeles",FALSE,81.3,"Los Angeles"
"1141",80.3,6037275200,"Los Angeles",FALSE,80.3,"Los Angeles"
"1142",82.3,6037275302,"Los Angeles",FALSE,82.3,"Los Angeles"
"1143",81.8,6037275311,"Los Angeles",FALSE,81.8,"Los Angeles"
"1144",82.6,6037275400,"Los Angeles",FALSE,82.6,"Los Angeles"
"1145",80.9,6037275500,"Los Angeles",FALSE,80.9,"Los Angeles"
"1146",81,6037275602,"Los Angeles",FALSE,81,"Los Angeles"
"1147",81.8,6037275603,"Los Angeles",FALSE,81.8,"Los Angeles"
"1148",87,6037276000,"Los Angeles",FALSE,87,"Los Angeles"
"1149",80,6037276100,"Los Angeles",FALSE,80,"Los Angeles"
"1150",82.9,6037276400,"Los Angeles",FALSE,82.9,"Los Angeles"
"1151",85.3,6037276601,"Los Angeles",FALSE,85.3,"Los Angeles"
"1152",82.4,6037276603,"Los Angeles",FALSE,82.4,"Los Angeles"
"1153",83.3,6037276604,"Los Angeles",FALSE,83.3,"Los Angeles"
"1154",81.5,6037277000,"Los Angeles",FALSE,81.5,"Los Angeles"
"1155",82,6037277100,"Los Angeles",FALSE,82,"Los Angeles"
"1156",78.9,6037277200,"Los Angeles",FALSE,78.9,"Los Angeles"
"1157",80.6,6037278001,"Los Angeles",FALSE,80.6,"Los Angeles"
"1158",81.6,6037278102,"Los Angeles",FALSE,81.6,"Los Angeles"
"1159",78.1,6037291110,"Los Angeles",TRUE,78.1,"Los Angeles"
"1160",75.3,6037291120,"Los Angeles",FALSE,75.3,"Los Angeles"
"1161",84,6037291210,"Los Angeles",FALSE,84,"Los Angeles"
"1162",83.7,6037291220,"Los Angeles",FALSE,83.7,"Los Angeles"
"1163",79,6037291300,"Los Angeles",FALSE,79,"Los Angeles"
"1164",80.3,6037292000,"Los Angeles",FALSE,80.3,"Los Angeles"
"1165",78.2,6037293201,"Los Angeles",FALSE,78.2,"Los Angeles"
"1166",78.8,6037293202,"Los Angeles",FALSE,78.8,"Los Angeles"
"1167",79.7,6037293301,"Los Angeles",FALSE,79.7,"Los Angeles"
"1168",85,6037293302,"Los Angeles",FALSE,85,"Los Angeles"
"1169",81.4,6037293304,"Los Angeles",FALSE,81.4,"Los Angeles"
"1170",80.1,6037293306,"Los Angeles",FALSE,80.1,"Los Angeles"
"1171",78.5,6037293307,"Los Angeles",FALSE,78.5,"Los Angeles"
"1172",82,6037294110,"Los Angeles",FALSE,82,"Los Angeles"
"1173",77,6037294120,"Los Angeles",FALSE,77,"Los Angeles"
"1174",78.6,6037294200,"Los Angeles",FALSE,78.6,"Los Angeles"
"1175",81.6,6037294301,"Los Angeles",FALSE,81.6,"Los Angeles"
"1176",80,6037294302,"Los Angeles",FALSE,80,"Los Angeles"
"1177",79.6,6037294410,"Los Angeles",FALSE,79.6,"Los Angeles"
"1178",81.2,6037294421,"Los Angeles",FALSE,81.2,"Los Angeles"
"1179",76.2,6037294510,"Los Angeles",FALSE,76.2,"Los Angeles"
"1180",81.3,6037294520,"Los Angeles",FALSE,81.3,"Los Angeles"
"1181",80,6037294610,"Los Angeles",FALSE,80,"Los Angeles"
"1182",81.8,6037294620,"Los Angeles",FALSE,81.8,"Los Angeles"
"1183",75.6,6037294701,"Los Angeles",FALSE,75.6,"Los Angeles"
"1184",80.2,6037294810,"Los Angeles",FALSE,80.2,"Los Angeles"
"1185",76.2,6037294820,"Los Angeles",FALSE,76.2,"Los Angeles"
"1186",77.4,6037294830,"Los Angeles",FALSE,77.4,"Los Angeles"
"1187",79.5,6037294900,"Los Angeles",FALSE,79.5,"Los Angeles"
"1188",80.3,6037295103,"Los Angeles",FALSE,80.3,"Los Angeles"
"1189",80.2,6037296210,"Los Angeles",FALSE,80.2,"Los Angeles"
"1190",76.6,6037296220,"Los Angeles",FALSE,76.6,"Los Angeles"
"1191",81.1,6037296300,"Los Angeles",FALSE,81.1,"Los Angeles"
"1192",84.1,6037296401,"Los Angeles",FALSE,84.1,"Los Angeles"
"1193",79,6037296402,"Los Angeles",FALSE,79,"Los Angeles"
"1194",77.1,6037296500,"Los Angeles",FALSE,77.1,"Los Angeles"
"1195",76.9,6037296600,"Los Angeles",FALSE,76.9,"Los Angeles"
"1196",78.5,6037296901,"Los Angeles",FALSE,78.5,"Los Angeles"
"1197",80.3,6037296902,"Los Angeles",FALSE,80.3,"Los Angeles"
"1198",82.6,6037297000,"Los Angeles",FALSE,82.6,"Los Angeles"
"1199",77.8,6037297110,"Los Angeles",FALSE,77.8,"Los Angeles"
"1200",76.2,6037297120,"Los Angeles",FALSE,76.2,"Los Angeles"
"1201",79.8,6037297201,"Los Angeles",FALSE,79.8,"Los Angeles"
"1202",79.4,6037297202,"Los Angeles",FALSE,79.4,"Los Angeles"
"1203",79.8,6037297300,"Los Angeles",FALSE,79.8,"Los Angeles"
"1204",82.8,6037297400,"Los Angeles",FALSE,82.8,"Los Angeles"
"1205",78.3,6037297500,"Los Angeles",FALSE,78.3,"Los Angeles"
"1206",79.6,6037297601,"Los Angeles",FALSE,79.6,"Los Angeles"
"1207",81.3,6037297602,"Los Angeles",FALSE,81.3,"Los Angeles"
"1208",85.4,6037300100,"Los Angeles",FALSE,85.4,"Los Angeles"
"1209",81.6,6037300200,"Los Angeles",FALSE,81.6,"Los Angeles"
"1210",84,6037300301,"Los Angeles",FALSE,84,"Los Angeles"
"1211",82.2,6037300400,"Los Angeles",FALSE,82.2,"Los Angeles"
"1212",82.3,6037300501,"Los Angeles",FALSE,82.3,"Los Angeles"
"1213",79.8,6037300502,"Los Angeles",FALSE,79.8,"Los Angeles"
"1214",82.7,6037300600,"Los Angeles",FALSE,82.7,"Los Angeles"
"1215",82.2,6037300701,"Los Angeles",FALSE,82.2,"Los Angeles"
"1216",87.5,6037300702,"Los Angeles",FALSE,87.5,"Los Angeles"
"1217",83.2,6037300800,"Los Angeles",FALSE,83.2,"Los Angeles"
"1218",86.3,6037300901,"Los Angeles",FALSE,86.3,"Los Angeles"
"1219",87.3,6037300902,"Los Angeles",FALSE,87.3,"Los Angeles"
"1220",82.8,6037301000,"Los Angeles",FALSE,82.8,"Los Angeles"
"1221",84.5,6037301100,"Los Angeles",FALSE,84.5,"Los Angeles"
"1222",84.1,6037301203,"Los Angeles",FALSE,84.1,"Los Angeles"
"1223",83.3,6037301204,"Los Angeles",FALSE,83.3,"Los Angeles"
"1224",84.5,6037301205,"Los Angeles",FALSE,84.5,"Los Angeles"
"1225",83.2,6037301206,"Los Angeles",FALSE,83.2,"Los Angeles"
"1226",84.4,6037301300,"Los Angeles",FALSE,84.4,"Los Angeles"
"1227",80.5,6037301400,"Los Angeles",FALSE,80.5,"Los Angeles"
"1228",81.6,6037301501,"Los Angeles",FALSE,81.6,"Los Angeles"
"1229",81.9,6037301502,"Los Angeles",FALSE,81.9,"Los Angeles"
"1230",85.9,6037301601,"Los Angeles",FALSE,85.9,"Los Angeles"
"1231",80.1,6037301602,"Los Angeles",FALSE,80.1,"Los Angeles"
"1232",79.1,6037301701,"Los Angeles",FALSE,79.1,"Los Angeles"
"1233",82.3,6037301702,"Los Angeles",FALSE,82.3,"Los Angeles"
"1234",81.6,6037301801,"Los Angeles",FALSE,81.6,"Los Angeles"
"1235",78.4,6037301802,"Los Angeles",FALSE,78.4,"Los Angeles"
"1236",80,6037301900,"Los Angeles",FALSE,80,"Los Angeles"
"1237",82.7,6037302002,"Los Angeles",FALSE,82.7,"Los Angeles"
"1238",77,6037302003,"Los Angeles",FALSE,77,"Los Angeles"
"1239",80.6,6037302004,"Los Angeles",FALSE,80.6,"Los Angeles"
"1240",81.5,6037302102,"Los Angeles",FALSE,81.5,"Los Angeles"
"1241",85.2,6037302103,"Los Angeles",FALSE,85.2,"Los Angeles"
"1242",80.5,6037302104,"Los Angeles",FALSE,80.5,"Los Angeles"
"1243",83.2,6037302201,"Los Angeles",FALSE,83.2,"Los Angeles"
"1244",78.4,6037302202,"Los Angeles",FALSE,78.4,"Los Angeles"
"1245",79.2,6037302301,"Los Angeles",FALSE,79.2,"Los Angeles"
"1246",81.7,6037302302,"Los Angeles",FALSE,81.7,"Los Angeles"
"1247",81.6,6037302401,"Los Angeles",FALSE,81.6,"Los Angeles"
"1248",85.3,6037302503,"Los Angeles",FALSE,85.3,"Los Angeles"
"1249",82.9,6037302504,"Los Angeles",FALSE,82.9,"Los Angeles"
"1250",77.4,6037302505,"Los Angeles",FALSE,77.4,"Los Angeles"
"1251",79.8,6037302506,"Los Angeles",FALSE,79.8,"Los Angeles"
"1252",83.6,6037310100,"Los Angeles",FALSE,83.6,"Los Angeles"
"1253",84,6037310201,"Los Angeles",FALSE,84,"Los Angeles"
"1254",81.5,6037310202,"Los Angeles",FALSE,81.5,"Los Angeles"
"1255",82.3,6037310300,"Los Angeles",FALSE,82.3,"Los Angeles"
"1256",79.7,6037310400,"Los Angeles",FALSE,79.7,"Los Angeles"
"1257",80.1,6037310501,"Los Angeles",FALSE,80.1,"Los Angeles"
"1258",80,6037310601,"Los Angeles",FALSE,80,"Los Angeles"
"1259",82.1,6037310602,"Los Angeles",FALSE,82.1,"Los Angeles"
"1260",83.6,6037310701,"Los Angeles",FALSE,83.6,"Los Angeles"
"1261",82.6,6037310702,"Los Angeles",FALSE,82.6,"Los Angeles"
"1262",82.9,6037310703,"Los Angeles",FALSE,82.9,"Los Angeles"
"1263",82.4,6037310800,"Los Angeles",FALSE,82.4,"Los Angeles"
"1264",80.1,6037310900,"Los Angeles",FALSE,80.1,"Los Angeles"
"1265",79.9,6037311000,"Los Angeles",FALSE,79.9,"Los Angeles"
"1266",81.2,6037311100,"Los Angeles",FALSE,81.2,"Los Angeles"
"1267",80.7,6037311200,"Los Angeles",FALSE,80.7,"Los Angeles"
"1268",80.1,6037311300,"Los Angeles",FALSE,80.1,"Los Angeles"
"1269",81.2,6037311400,"Los Angeles",FALSE,81.2,"Los Angeles"
"1270",81.7,6037311500,"Los Angeles",FALSE,81.7,"Los Angeles"
"1271",79.1,6037311600,"Los Angeles",FALSE,79.1,"Los Angeles"
"1272",80.8,6037311700,"Los Angeles",FALSE,80.8,"Los Angeles"
"1273",79.4,6037311801,"Los Angeles",FALSE,79.4,"Los Angeles"
"1274",78.2,6037311802,"Los Angeles",FALSE,78.2,"Los Angeles"
"1275",84.8,6037320100,"Los Angeles",FALSE,84.8,"Los Angeles"
"1276",76.2,6037320201,"Los Angeles",FALSE,76.2,"Los Angeles"
"1277",79.4,6037320202,"Los Angeles",FALSE,79.4,"Los Angeles"
"1278",80.8,6037320300,"Los Angeles",FALSE,80.8,"Los Angeles"
"1279",83.3,6037400204,"Los Angeles",FALSE,83.3,"Los Angeles"
"1280",85.1,6037400205,"Los Angeles",FALSE,85.1,"Los Angeles"
"1281",82,6037400206,"Los Angeles",FALSE,82,"Los Angeles"
"1282",80.5,6037400207,"Los Angeles",FALSE,80.5,"Los Angeles"
"1283",84.7,6037400302,"Los Angeles",FALSE,84.7,"Los Angeles"
"1284",79.2,6037400304,"Los Angeles",FALSE,79.2,"Los Angeles"
"1285",80.6,6037400402,"Los Angeles",FALSE,80.6,"Los Angeles"
"1286",83.9,6037400403,"Los Angeles",FALSE,83.9,"Los Angeles"
"1287",80.6,6037400404,"Los Angeles",FALSE,80.6,"Los Angeles"
"1288",82.2,6037400501,"Los Angeles",FALSE,82.2,"Los Angeles"
"1289",79.7,6037400602,"Los Angeles",FALSE,79.7,"Los Angeles"
"1290",81.4,6037400603,"Los Angeles",FALSE,81.4,"Los Angeles"
"1291",77.9,6037400604,"Los Angeles",FALSE,77.9,"Los Angeles"
"1292",81.4,6037400800,"Los Angeles",FALSE,81.4,"Los Angeles"
"1293",84.2,6037400900,"Los Angeles",FALSE,84.2,"Los Angeles"
"1294",82.3,6037401001,"Los Angeles",FALSE,82.3,"Los Angeles"
"1295",80.9,6037401002,"Los Angeles",FALSE,80.9,"Los Angeles"
"1296",80.3,6037401101,"Los Angeles",FALSE,80.3,"Los Angeles"
"1297",81.9,6037401102,"Los Angeles",FALSE,81.9,"Los Angeles"
"1298",79.7,6037401201,"Los Angeles",FALSE,79.7,"Los Angeles"
"1299",78.3,6037401202,"Los Angeles",FALSE,78.3,"Los Angeles"
"1300",79.7,6037401203,"Los Angeles",FALSE,79.7,"Los Angeles"
"1301",84.8,6037401303,"Los Angeles",FALSE,84.8,"Los Angeles"
"1302",81.5,6037401304,"Los Angeles",FALSE,81.5,"Los Angeles"
"1303",84.4,6037401311,"Los Angeles",FALSE,84.4,"Los Angeles"
"1304",80.6,6037401312,"Los Angeles",FALSE,80.6,"Los Angeles"
"1305",79.9,6037401500,"Los Angeles",FALSE,79.9,"Los Angeles"
"1306",80.1,6037401601,"Los Angeles",FALSE,80.1,"Los Angeles"
"1307",81.1,6037401602,"Los Angeles",FALSE,81.1,"Los Angeles"
"1308",76.7,6037401603,"Los Angeles",FALSE,76.7,"Los Angeles"
"1309",81.6,6037401701,"Los Angeles",FALSE,81.6,"Los Angeles"
"1310",77.4,6037401703,"Los Angeles",FALSE,77.4,"Los Angeles"
"1311",79.6,6037401704,"Los Angeles",FALSE,79.6,"Los Angeles"
"1312",83.1,6037401800,"Los Angeles",FALSE,83.1,"Los Angeles"
"1313",82.7,6037402001,"Los Angeles",FALSE,82.7,"Los Angeles"
"1314",78.6,6037402002,"Los Angeles",FALSE,78.6,"Los Angeles"
"1315",79.2,6037402101,"Los Angeles",FALSE,79.2,"Los Angeles"
"1316",80.7,6037402102,"Los Angeles",FALSE,80.7,"Los Angeles"
"1317",77.9,6037402200,"Los Angeles",FALSE,77.9,"Los Angeles"
"1318",85.1,6037402301,"Los Angeles",FALSE,85.1,"Los Angeles"
"1319",80.6,6037402303,"Los Angeles",FALSE,80.6,"Los Angeles"
"1320",76.2,6037402304,"Los Angeles",FALSE,76.2,"Los Angeles"
"1321",77,6037402402,"Los Angeles",FALSE,77,"Los Angeles"
"1322",78.1,6037402403,"Los Angeles",FALSE,78.1,"Los Angeles"
"1323",79.8,6037402405,"Los Angeles",FALSE,79.8,"Los Angeles"
"1324",76.3,6037402406,"Los Angeles",FALSE,76.3,"Los Angeles"
"1325",75.8,6037402501,"Los Angeles",FALSE,75.8,"Los Angeles"
"1326",81.7,6037402502,"Los Angeles",FALSE,81.7,"Los Angeles"
"1327",82.2,6037402600,"Los Angeles",FALSE,82.2,"Los Angeles"
"1328",75.7,6037402702,"Los Angeles",FALSE,75.7,"Los Angeles"
"1329",79.6,6037402703,"Los Angeles",FALSE,79.6,"Los Angeles"
"1330",80.1,6037402705,"Los Angeles",FALSE,80.1,"Los Angeles"
"1331",77.5,6037402706,"Los Angeles",FALSE,77.5,"Los Angeles"
"1332",76.2,6037402801,"Los Angeles",FALSE,76.2,"Los Angeles"
"1333",78.4,6037402803,"Los Angeles",FALSE,78.4,"Los Angeles"
"1334",76.2,6037402804,"Los Angeles",FALSE,76.2,"Los Angeles"
"1335",78.3,6037402902,"Los Angeles",FALSE,78.3,"Los Angeles"
"1336",83,6037402903,"Los Angeles",FALSE,83,"Los Angeles"
"1337",77.3,6037402904,"Los Angeles",FALSE,77.3,"Los Angeles"
"1338",79.4,6037403000,"Los Angeles",FALSE,79.4,"Los Angeles"
"1339",83.8,6037403303,"Los Angeles",FALSE,83.8,"Los Angeles"
"1340",83.1,6037403304,"Los Angeles",FALSE,83.1,"Los Angeles"
"1341",82.3,6037403305,"Los Angeles",FALSE,82.3,"Los Angeles"
"1342",86,6037403312,"Los Angeles",FALSE,86,"Los Angeles"
"1343",87.2,6037403316,"Los Angeles",FALSE,87.2,"Los Angeles"
"1344",85.3,6037403317,"Los Angeles",FALSE,85.3,"Los Angeles"
"1345",82.4,6037403318,"Los Angeles",FALSE,82.4,"Los Angeles"
"1346",83.6,6037403319,"Los Angeles",FALSE,83.6,"Los Angeles"
"1347",87.7,6037403320,"Los Angeles",FALSE,87.7,"Los Angeles"
"1348",85.1,6037403321,"Los Angeles",FALSE,85.1,"Los Angeles"
"1349",81.1,6037403322,"Los Angeles",FALSE,81.1,"Los Angeles"
"1350",82.6,6037403323,"Los Angeles",FALSE,82.6,"Los Angeles"
"1351",86.8,6037403324,"Los Angeles",FALSE,86.8,"Los Angeles"
"1352",80.8,6037403325,"Los Angeles",FALSE,80.8,"Los Angeles"
"1353",84.1,6037403401,"Los Angeles",FALSE,84.1,"Los Angeles"
"1354",81.7,6037403402,"Los Angeles",FALSE,81.7,"Los Angeles"
"1355",85,6037403404,"Los Angeles",FALSE,85,"Los Angeles"
"1356",84.7,6037403405,"Los Angeles",FALSE,84.7,"Los Angeles"
"1357",83.4,6037403406,"Los Angeles",FALSE,83.4,"Los Angeles"
"1358",81.4,6037403407,"Los Angeles",FALSE,81.4,"Los Angeles"
"1359",87.7,6037403408,"Los Angeles",FALSE,87.7,"Los Angeles"
"1360",80.1,6037403500,"Los Angeles",FALSE,80.1,"Los Angeles"
"1361",83,6037403600,"Los Angeles",FALSE,83,"Los Angeles"
"1362",79.7,6037403702,"Los Angeles",FALSE,79.7,"Los Angeles"
"1363",80.3,6037403703,"Los Angeles",FALSE,80.3,"Los Angeles"
"1364",80.7,6037403721,"Los Angeles",FALSE,80.7,"Los Angeles"
"1365",82.8,6037403722,"Los Angeles",FALSE,82.8,"Los Angeles"
"1366",78.9,6037403801,"Los Angeles",FALSE,78.9,"Los Angeles"
"1367",78.2,6037403802,"Los Angeles",FALSE,78.2,"Los Angeles"
"1368",80.1,6037403901,"Los Angeles",FALSE,80.1,"Los Angeles"
"1369",77.4,6037403902,"Los Angeles",FALSE,77.4,"Los Angeles"
"1370",79.4,6037404000,"Los Angeles",FALSE,79.4,"Los Angeles"
"1371",79.4,6037404100,"Los Angeles",FALSE,79.4,"Los Angeles"
"1372",76.2,6037404201,"Los Angeles",FALSE,76.2,"Los Angeles"
"1373",79.6,6037404202,"Los Angeles",FALSE,79.6,"Los Angeles"
"1374",77.4,6037404301,"Los Angeles",FALSE,77.4,"Los Angeles"
"1375",75.6,6037404302,"Los Angeles",FALSE,75.6,"Los Angeles"
"1376",78.1,6037404401,"Los Angeles",FALSE,78.1,"Los Angeles"
"1377",80.3,6037404402,"Los Angeles",FALSE,80.3,"Los Angeles"
"1378",77.7,6037404501,"Los Angeles",FALSE,77.7,"Los Angeles"
"1379",81.7,6037404503,"Los Angeles",FALSE,81.7,"Los Angeles"
"1380",76.2,6037404504,"Los Angeles",FALSE,76.2,"Los Angeles"
"1381",78.5,6037404600,"Los Angeles",FALSE,78.5,"Los Angeles"
"1382",83.1,6037404701,"Los Angeles",FALSE,83.1,"Los Angeles"
"1383",82.3,6037404702,"Los Angeles",FALSE,82.3,"Los Angeles"
"1384",77.3,6037404703,"Los Angeles",FALSE,77.3,"Los Angeles"
"1385",84.6,6037404801,"Los Angeles",FALSE,84.6,"Los Angeles"
"1386",85.1,6037404802,"Los Angeles",FALSE,85.1,"Los Angeles"
"1387",75.2,6037404803,"Los Angeles",FALSE,75.2,"Los Angeles"
"1388",83.5,6037404901,"Los Angeles",FALSE,83.5,"Los Angeles"
"1389",82,6037404902,"Los Angeles",FALSE,82,"Los Angeles"
"1390",83.3,6037404903,"Los Angeles",FALSE,83.3,"Los Angeles"
"1391",77.7,6037405001,"Los Angeles",FALSE,77.7,"Los Angeles"
"1392",79.3,6037405002,"Los Angeles",FALSE,79.3,"Los Angeles"
"1393",79.3,6037405101,"Los Angeles",FALSE,79.3,"Los Angeles"
"1394",77.7,6037405102,"Los Angeles",FALSE,77.7,"Los Angeles"
"1395",81.9,6037405201,"Los Angeles",FALSE,81.9,"Los Angeles"
