"","LE_x","GEOID","city","ACS.majBlack","LE"
"1474",81.2,6037430502,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.2
"1475",86.1,6037430600,"Los Angeles-Long Beach-Anaheim, CA",FALSE,86.1
"1476",85.2,6037430701,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85.2
"1477",82.4,6037430721,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.4
"1478",87.2,6037430723,"Los Angeles-Long Beach-Anaheim, CA",FALSE,87.2
"1479",83.3,6037430724,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.3
"1480",82.4,6037430801,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.4
"1481",87,6037430802,"Los Angeles-Long Beach-Anaheim, CA",FALSE,87
"1482",84.8,6037430803,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.8
"1483",80.9,6037430901,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.9
"1484",80.1,6037430902,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.1
"1485",76.7,6037431001,"Los Angeles-Long Beach-Anaheim, CA",FALSE,76.7
"1486",79.6,6037431002,"Los Angeles-Long Beach-Anaheim, CA",FALSE,79.6
"1487",81.9,6037431100,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.9
"1488",81.2,6037431200,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.2
"1489",82.3,6037431300,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.3
"1490",79.4,6037431400,"Los Angeles-Long Beach-Anaheim, CA",FALSE,79.4
"1491",86.5,6037431501,"Los Angeles-Long Beach-Anaheim, CA",FALSE,86.5
"1492",79.8,6037431502,"Los Angeles-Long Beach-Anaheim, CA",FALSE,79.8
"1493",84.2,6037431600,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.2
"1494",86.6,6037431700,"Los Angeles-Long Beach-Anaheim, CA",FALSE,86.6
"1495",80.4,6037431800,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.4
"1496",84.7,6037431900,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.7
"1497",89.2,6037432000,"Los Angeles-Long Beach-Anaheim, CA",FALSE,89.2
"1498",83.4,6037432101,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.4
"1499",81.9,6037432102,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.9
"1500",81.8,6037432201,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.8
"1501",86.2,6037432202,"Los Angeles-Long Beach-Anaheim, CA",FALSE,86.2
"1502",83.7,6037432300,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.7
"1503",82.6,6037432401,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.6
"1504",77.3,6037432402,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77.3
"1505",81.6,6037432500,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.6
"1506",84.6,6037432601,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.6
"1507",79.7,6037432602,"Los Angeles-Long Beach-Anaheim, CA",FALSE,79.7
"1508",83,6037432700,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83
"1509",88.3,6037432801,"Los Angeles-Long Beach-Anaheim, CA",FALSE,88.3
"1510",77.3,6037432802,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77.3
"1511",80.5,6037432901,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.5
"1512",84.5,6037432902,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.5
"1513",83,6037433101,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83
"1514",77.3,6037433102,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77.3
"1515",84.6,6037433200,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.6
"1516",77,6037433302,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77
"1517",83.5,6037433304,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.5
"1518",77.3,6037433305,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77.3
"1519",81.7,6037433306,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.7
"1520",84.3,6037433307,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.3
"1521",83,6037433401,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83
"1522",77.3,6037433402,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77.3
"1523",81.3,6037433403,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.3
"1524",77,6037433501,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77
"1525",78.7,6037433503,"Los Angeles-Long Beach-Anaheim, CA",FALSE,78.7
"1526",81.6,6037433504,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.6
"1527",84.8,6037433601,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.8
"1528",81.1,6037433602,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.1
"1529",88.7,6037433700,"Los Angeles-Long Beach-Anaheim, CA",FALSE,88.7
"1530",84.5,6037433801,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.5
"1531",81.4,6037433802,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.4
"1532",80.9,6037433902,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.9
"1533",81.2,6037434001,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.2
"1534",77.3,6037434003,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77.3
"1535",78.7,6037434004,"Los Angeles-Long Beach-Anaheim, CA",FALSE,78.7
"1536",83.1,6037460000,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.1
"1537",84.9,6037460100,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.9
"1538",83.1,6037460200,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.1
"1539",81.2,6037460301,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.2
"1540",81.6,6037460302,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.6
"1541",76.2,6037460401,"Los Angeles-Long Beach-Anaheim, CA",FALSE,76.2
"1542",85.6,6037460501,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85.6
"1543",81.9,6037460502,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.9
"1544",82.8,6037460600,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.8
"1545",84.3,6037460700,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.3
"1546",85,6037460800,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85
"1547",81.5,6037460900,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.5
"1548",79.5,6037461000,"Los Angeles-Long Beach-Anaheim, CA",FALSE,79.5
"1549",81.8,6037461100,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.8
"1550",82,6037461200,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82
"1551",81.8,6037461300,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.8
"1552",77.7,6037461400,"Los Angeles-Long Beach-Anaheim, CA",FALSE,77.7
"1553",81,6037461501,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81
"1554",71.1,6037461502,"Los Angeles-Long Beach-Anaheim, CA",FALSE,71.1
"1555",85.3,6037461600,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85.3
"1556",83.1,6037461700,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.1
"1557",79.4,6037461901,"Los Angeles-Long Beach-Anaheim, CA",FALSE,79.4
"1558",80.2,6037461902,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.2
"1559",79.1,6037462001,"Los Angeles-Long Beach-Anaheim, CA",FALSE,79.1
"1560",75.3,6037462002,"Los Angeles-Long Beach-Anaheim, CA",FALSE,75.3
"1561",82.1,6037462100,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.1
"1562",82.6,6037462201,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.6
"1563",85.7,6037462202,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85.7
"1564",80.9,6037462301,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.9
"1565",81.4,6037462302,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.4
"1566",84,6037462400,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84
"1567",82.1,6037462500,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.1
"1568",84.4,6037462600,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.4
"1569",83.5,6037462700,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.5
"1570",81.8,6037462800,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.8
"1571",81,6037462900,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81
"1572",86.1,6037463000,"Los Angeles-Long Beach-Anaheim, CA",FALSE,86.1
"1573",82.7,6037463101,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.7
"1574",80.9,6037463102,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.9
"1575",85,6037463200,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85
"1576",84.6,6037463300,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.6
"1577",82.4,6037463400,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.4
"1578",84.6,6037463500,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.6
"1579",83.6,6037463601,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.6
"1580",81.3,6037463602,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.3
"1581",82.4,6037463700,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.4
"1582",81,6037463800,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81
"1583",81.2,6037463900,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.2
"1584",85.8,6037464000,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85.8
"1585",84.9,6037464100,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.9
"1586",87.9,6037464200,"Los Angeles-Long Beach-Anaheim, CA",FALSE,87.9
"1587",86.5,6037480002,"Los Angeles-Long Beach-Anaheim, CA",FALSE,86.5
"1588",89.5,6037480011,"Los Angeles-Long Beach-Anaheim, CA",FALSE,89.5
"1589",83.9,6037480012,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.9
"1590",82.4,6037480101,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.4
"1591",84.4,6037480102,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.4
"1592",87.7,6037480201,"Los Angeles-Long Beach-Anaheim, CA",FALSE,87.7
"1593",81.8,6037480202,"Los Angeles-Long Beach-Anaheim, CA",FALSE,81.8
"1594",84.4,6037480302,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.4
"1595",84.7,6037480303,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.7
"1596",82.7,6037480304,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.7
"1597",82.5,6037480400,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.5
"1598",82.6,6037480500,"Los Angeles-Long Beach-Anaheim, CA",FALSE,82.6
"1599",84.1,6037480600,"Los Angeles-Long Beach-Anaheim, CA",FALSE,84.1
"1600",88.3,6037480702,"Los Angeles-Long Beach-Anaheim, CA",FALSE,88.3
"1601",83.5,6037480703,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.5
"1602",83.9,6037480704,"Los Angeles-Long Beach-Anaheim, CA",FALSE,83.9
"1603",80.5,6037480802,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.5
"1604",80.3,6037480803,"Los Angeles-Long Beach-Anaheim, CA",FALSE,80.3
"1605",85.2,6037480804,"Los Angeles-Long Beach-Anaheim, CA",FALSE,85.2
